,아이디,구분법인개인,가중치,쿼터규모,벤처확인유형,회사주소시도,회사주소구군,한국표준산업분류코드차,1단계업종분류대분류,2단계업종분류중분류,3단계업종분류소분류,창업년도,기업성장단계,제조및비제조,스마트공장도입의향,상장여부및향후계획,현대표이사와창업자동일여부,창업자성별,창업당시창업자연령,창업당시창업자최종학력,창업당시창업자전공,창업직전근무지,창업방식,단독창업여부,창업자역할,창업당시목표시장,창업당시창업자실무경험년수년,창업자과거창업경험여부,2019년 정규직_남성,2019년 정규직_여성,2019년 정규직_합계,2019년 비정규직_남성,2019년 비정규직_여성,2019년 비정규직_합계,2019년 총 종사자_남성,2019년 총 종사자_여성,2019년 총 종사자_합계,직종별인력구성관리,직종별인력구성생산,직종별인력구성영업,직종별인력구성_(Rnd),직종별인력구성기타,직종별인력구성합계,직종별부족인원관리,직종별부족인원생산,직종별부족인원영업,직종별 부족인원_연구개발(RnD),직종별부족인원기타,직종별부족인원합계,학력별인력구성박사,학력별인력구성석사,학력별인력구성대졸,학력별인력구성전문대졸,학력별인력구성고졸이하,학력별인력구성합계,신규인력채용의사,현재 구인하기 어려운 직무(1순위),현재 구인하기 어려운 직무(1순위),현재 구인하기 어려운 직급(1순위),현재 구인하기 어려운 직급(1순위),지분구조퍼센트창업자,지분구조퍼센트임직원,지분구조퍼센트가족,지분구조퍼센트벤처캐피털및기관투자자,지분구조퍼센트엔젤및액셀러레이터,지분구조퍼센트개인투자자,2019년 자산(백만원),2019년 부채(백만원),2019년 자본(백만원),2019년 매출액(백만원),2019년 영업이익(백만원),2019년 금융비용(백만원),2019년 당기순이익(백만원),매출구조(퍼센트)_(B2B)대기업 또는 대기업그룹사 소속사,"매출구조(퍼센트)_(B2B)대기업에 납품하는 1,2차 벤더",매출구조(퍼센트)_(B2B)중소기업 및 벤처기업,매출구조(퍼센트)_(B2B)중견기업,매출구조(퍼센트)_(B2C)소비자매출,매출구조(퍼센트)_(B2G)정부 포함 공공부문 매출,매출구조퍼센트해외,연구개발(RnD)자금(출연금)_경험여부,융자정책자금경험여부,보증서지원경험여부,기타지원경험여부,합계경험여부,투자처별투자액백만원국내설비,투자처별 투자액(백만원)_국내연구개발(RnD),투자처별투자액백만원해외,투자처별투자액백만원기타,투자처별투자액백만원합계,스톡옵션활용상황,스톡옵션미활용이유,주력기술과차산업혁명관련여부,현재등록보유산업재산권건특허권,현재등록보유산업재산권건실용신안권,현재등록보유산업재산권건디자인권,현재등록보유산업재산권건상표권,현재등록보유산업재산권건해외,현재등록보유산업재산권건합계,현재출원중산업재산권건특허권,현재출원중산업재산권건실용신안권,현재출원중산업재산권건디자인권,현재출원중산업재산권건상표권,현재출원중산업재산권건해외,현재출원중산업재산권건합계,획득하고있는해외특허나국제규격,제품및서비스구조,세계유일기술보유여부,세계최고수준기업과비교시기술력수준,국내최고수준기업과비교시기술력수준,기술연구소나연구개발전담부서보유여부,경쟁사대비현황개발역량,경쟁사대비현황제조역량,경쟁사대비현황마케팅역량,경쟁전략초점원가우위수준,경쟁전략초점제품고부가가치화수준,비즈니스모델명확한정리정도,비즈니스모델혁신정도,장기적성장전망성,자체브랜드보유여부,영업및마케팅방식,주력제품국내시장점유율퍼센트,주력제품해외시장점유율퍼센트,원자재나부품수입여부,해외사업방식,해외수출 및 진출과정 애로사항(1순위),해외수출 및 진출과정 애로사항(1순위),크라우드펀딩경험여부,엔젤투자자혹은액셀러레이터투자경험여부,벤처캐피털투자조합포함투자경험여부,인수합병(MnA) 경험여부,피인수합병경험여부,다른업체를인수합병할의향여부,다른업체의인수합병에응할의향여부,인수합병 환경개선을 위한 필요사항(1순위),인수합병 환경개선을 위한 필요사항(1순위),기업간 거래시 애로사항(1순위),벤처확인제도혜택기술개발촉진효과,벤처확인제도혜택기업이미지제고등광고효과,벤처확인제도혜택세제혜택효과,벤처확인제도혜택우수인력확보에유리,벤처확인제도혜택입지선정시유리,벤처확인제도혜택자금조달및투자유인효과,벤처확인제도혜택정부지원제도참여에유리,벤처확인제도혜택창업관련규제완화효과,현재 벤처인프라 수준_인수합병(MnA) 활성화를 위한 제도개선,현재벤처인프라수준벤처관련규제완화,현재벤처인프라수준창업및기업가적능력개발을위한교육,현재벤처인프라수준기업가정신을고취하는사회분위기,현재벤처인프라수준벤처투자활성화,경영상애로사항신기술개발,경영상애로사항개발된기술의사업화,경영상애로사항국내판로개척,경영상애로사항해외시장개척,경영상애로사항필요인력의확보및유지관리,경영상애로사항자금조달운용등자금관리,경영상애로사항기술유출및디자인상표도용,경영상애로사항업계내의과당경쟁및덤핑,경영상애로사항법률회계세무관련지식부족,경영상애로사항조직관리,경영상애로사항환율변동,경영상애로사항특허분쟁,경영상애로사항각종규제,경영상애로사항산학연간협력활동,경영상애로사항불공정한시장질서,2020년 정규직 수 (남성),2020년 정규직 수 (여성),2020년 정규직 수 (합계),2020년 비정규직 수 (남성),2020년 비정규직 수 (여성),2020년 비정규직 수 (합계),2020년 총 종사자 수 (남성),2020년 총 종사자 수 (여성),2020년 총 종사자 수 (합계),신규인력수요유무,보유지분비율합계,2019년 자산(백만원),2019년 부채(백만원),2019년 자본(백만원),2019년 매출액(백만원),2019년 영업이익(백만원),2019년 금융비용(백만원),2019년 당기순이익(백만원),2020년도 - 대기업 또는 대기업그룹사 소속사,2020년도 - 대기업에 납품하는 12차 벤더 (협력업체),2020년도 - 중소기업 및 벤처기업,2020년도 - 중견기업,2020년도_(B2C)소비자매출,2020년도 - B2G (정부 포함 공공부문 매출),2020년도 - 해외-,2020년도 - 국내설비투자액,2020년도 - 국내R_D투자액,2020년도 - 해외투자액,2020년도 - 기타,2020년도 - 합계,스톡옵션에관한귀사의상황은,귀사는스마트공장을도입하셨습니까,주력기술과차산업혁명관계여부,현재등록보유특허권,현재등록보유실용신안권,현재등록보유디자인권,현재등록보유상표권,현재등록보유해외산업재산권,현재등록보유합계,현재출원중특허권,현재출원중실용신안권,현재출원중디자인권,현재출원중상표권,현재출원중해외산업재산권,현재출원중합계,획득하고있는해외특허나국제규격,제품및서비스구조,세계유일기술보유여부,세계최고수준기업과비교시기술력수준,국내최고수준기업과비교시기술력수준,기술연구소나연구개발전담부서보유여부,장기적성장전망성,자체브랜드보유여부,영업및마케팅방식,원자재나부품수입여부,2020년 기준 귀사의 해외 사업 방식은 어디에 해당되십니까
257,24010,법인,8.291,4,2,경기,평택시,18111,C,18,181,2015,4,2,1.0,4.0,1.0,1,4,2,3.0,5,3,1.0,2,3.0,10.0,2,27,18,45,0,0,0,27,18,45,5,22,0,13,5,45,0,0,0,0,0,0,1,1,19,5,19,45,2.0,6,5,1,2,63.0,20.0,0.0,0.0,0.0,17.0,"7,197","3,526","3,671","7,971",307,104,280,0.0,0.0,80.0,20.0,0.0,0.0,0.0,2,2,2,2,2.0,0,400,0,0,400,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,0.01,0.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,14.0,4,3,3,3,3,3,4,3,3,3,3,4,3,4,3,3,3,4,3,3,3,3,2,2,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,35556,개인,5.133,2,2,경기,군포시,18112,C,18,181,2012,3,1,,,,1,3,5,,6,3,,1,,27.0,2,4,14,18,0,0,0,4,14,18,5,0,5,1,7,18,0,0,0,0,0,0,0,0,8,2,8,18,2.0,4,5,2,3,,,,,,,510,267,243,907,26,5,47,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2,2,2,2,2.0,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,5,4,5,4,3,4,4,4,3,3,4,3,3,5,5,5,2,3,5,2,4,4,2,2,2,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,14717,개인,1.46,4,2,경남,함안,18112,C,18,181,2009,3,1,,,,2,3,5,,6,3,,3,,12.0,2,11,10,21,0,0,0,11,10,21,6,15,1,0,0,22,0,0,0,0,0,0,0,0,4,6,12,22,,6,1,1,2,,,,,,,3790,3457,333,4116,443,95,370,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,2,2,3,3,4,3,4,3,4,4,1,2,2,1,2,3,1,2,1,1,1,1,3,2,2,11.0,11.0,22.0,0.0,0.0,0.0,11.0,11.0,22.0,2.0,,4130.0,3569.0,560.0,4222.0,696.0,99.0,622.0,0.0,0.0,85.0,15.0,0.0,0.0,0.0,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,1.0,,
260,31855,개인,1.86,5,2,부산,강서,18113,C,18,181,1989,4,1,,,,1,1,3,5.0,6,3,,3,,1.0,2,22,6,28,0,0,0,22,6,28,2,24,1,3,2,32,0,0,0,0,0,0,0,1,4,2,25,32,,6,4,1,4,,,,,,,7788,1822,5966,5446,472,114,348,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,2,3,4,3,3,4,3,4,4,2,2,3,1,2,2,1,2,1,1,1,1,2,3,2,25.0,7.0,32.0,0.0,0.0,0.0,25.0,7.0,32.0,2.0,,7865.0,1962.0,5903.0,5230.0,421.0,116.0,316.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,1.0,,
261,2658,법인,15.8,4,2,경기,파주시,18119,C,18,181,2017,3,2,,4.0,1.0,2,3,4,1.0,6,3,1.0,1,1.0,27.0,1,9,1,10,0,0,0,9,1,10,5,10,0,2,0,17,0,0,0,0,0,0,0,0,2,2,13,17,,6,3,3,1,40.0,0.0,60.0,0.0,0.0,0.0,6682,6248,434,2118,164,119,53,,,,,,,,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,3.0,3.0,3.0,4.0,4.0,,,,3.0,0.0,,,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4,5,5,3,3,4,5,3,3,3,3,3,3,4,4,4,4,4,3,4,5,4,4,4,3,4,3,5,15.0,2.0,17.0,0.0,0.0,0.0,15.0,2.0,17.0,1.0,100.0,7307.0,6729.0,578.0,3546.0,248.0,112.0,144.0,15.0,0.0,85.0,0.0,0.0,0.0,0.0,109.0,8.0,0.0,0.0,117.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,3.0,2.0,4.0,5.0,2.0,3.0,1.0,4.0
262,27945,법인,8.262,6,2,경기,김포시,18119,C,18,181,1988,4,1,2.0,4.0,1.0,1,3,3,1.0,5,3,1.0,1,3.0,5.0,2,73,20,93,0,0,0,73,20,93,20,62,4,4,3,93,0,0,0,0,0,0,0,0,40,47,6,93,2.0,5,6,1,3,95.0,2.5,2.5,0.0,0.0,0.0,"10,890","7,164","3,726","17,547","1,485",52,"1,224",20.0,0.0,50.0,30.0,0.0,0.0,0.0,2,2,2,2,2.0,600,60,0,0,660,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,1.0,0.5,0.0,1.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,14.0,3,4,4,3,3,3,3,3,4,3,4,4,3,4,5,4,5,4,4,4,5,4,4,4,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,8284,법인,3.2,7,2,서울,금천구,18119,C,18,181,1974,4,1,,4.0,1.0,2,2,3,3.0,7,3,1.0,2,1.0,10.0,2,75,35,110,0,0,0,75,35,110,2,92,1,5,0,100,0,0,0,0,0,0,0,0,8,0,92,100,,6,4,3,2,0.0,57.0,27.0,0.0,0.0,16.0,34861,25328,9533,32814,301,830,146,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,20.0,0.0,,,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,14.0,4,3,4,3,3,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,4,3,4,4,3,3,3,3,70.0,30.0,100.0,0.0,0.0,0.0,70.0,30.0,100.0,2.0,100.0,28680.0,21362.0,7318.0,23461.0,-1631.0,560.0,-2215.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,1075.0,704.0,0.0,602.0,2381.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,3.0,2.0,4.0,4.0,2.0,1.0,1.0,4.0
264,9093,개인,0.84,6,2,인천,남동,18119,C,18,181,1995,4,1,,,,1,2,5,,6,3,,3,,11.0,2,18,12,30,0,0,0,18,12,30,4,15,2,7,1,29,0,1,0,0,0,1,0,1,6,4,18,29,,5,3,1,2,,,,,,,9812,6495,3317,11811,1152,124,1025,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,3,4,4,3,4,3,3,4,3,3,3,3,1,4,3,2,2,1,1,1,2,3,2,2,17.0,12.0,29.0,0.0,0.0,0.0,17.0,12.0,29.0,1.0,,8978.0,6075.0,2903.0,10216.0,952.0,159.0,932.0,10.0,20.0,50.0,20.0,0.0,0.0,0.0,,,,,,,,2.0,7.0,12.0,6.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,1.0,,
265,27677,개인,1.143,3,2,경남,창원시 성산구,18119,C,18,181,2006,2,1,,,,2,3,3,1.0,6,3,,1,,0.5,2,13,7,20,0,0,0,13,7,20,2,13,3,2,0,20,0,0,0,0,0,0,0,0,12,5,3,20,2.0,1,2,3,2,,,,,,,"3,868","3,158",710,"4,009",348,42,322,50.0,0.0,50.0,0.0,0.0,0.0,0.0,2,2,2,2,2.0,,,,,,,,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,3,2,3,2,2,2,3,2,3,4,3,2,3,3,4,3,2,3,3,4,3,3,2,3,3,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,1114,법인,3.2,7,2,경기,파주시,18119,C,18,181,2000,3,1,,4.0,1.0,1,2,2,2.0,5,3,1.0,2,3.0,7.0,2,73,19,92,0,0,0,73,19,92,13,78,11,10,0,112,0,10,0,0,0,10,0,5,52,35,20,112,,6,4,1,4,100.0,0.0,0.0,0.0,0.0,0.0,11088,4016,7072,25403,1475,138,1070,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,3.0,0.1,,,3.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,6.0,14.0,4,4,4,3,3,4,4,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,90.0,22.0,112.0,0.0,0.0,0.0,90.0,22.0,112.0,1.0,100.0,14341.0,6900.0,7440.0,23514.0,1902.0,80.0,1552.0,0.0,0.0,95.0,0.0,0.0,0.0,5.0,0.0,300.0,0.0,0.0,300.0,4.0,2.0,2.0,10.0,10.0,20.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,2.0,1.0
267,29818,법인,8.99,6,2,경기,김포시,18119,C,18,181,1988,3,2,,4.0,1.0,1,3,2,3.0,6,3,1.0,3,1.0,15.0,2,85,19,104,0,0,0,85,19,104,7,4,3,3,81,98,0,0,0,0,0,0,1,2,20,10,65,98,,5,8,3,1,2.0,96.0,2.0,0.0,0.0,0.0,10890,7164,3726,17547,1485,52,1224,,,,,,,,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,4.0,3.0,3.0,3.0,3.0,,,,14.46,0.0,,,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,4,4,4,4,3,4,4,3,3,2,2,2,3,3,3,4,4,4,4,3,4,3,2,2,2,4,3,3,80.0,18.0,98.0,0.0,0.0,0.0,80.0,18.0,98.0,1.0,100.0,13136.0,8422.0,4714.0,17364.0,1098.0,36.0,988.0,0.0,90.0,10.0,0.0,0.0,0.0,0.0,50.0,40.0,0.0,0.0,90.0,4.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,4.0
268,8483,개인,0.712,5,2,인천,남동구,18119,C,18,181,1995,5,2,,,,1,3,5,,7,3,,1,,10.0,2,26,10,36,0,0,0,26,10,36,5,22,2,7,0,36,0,0,0,0,0,0,0,0,14,0,22,36,1.0,6,5,2,1,,,,,,,"9,813","6,496","3,317","11,811","1,152",124,"1,025",0.0,100.0,0.0,0.0,0.0,0.0,0.0,2,1,2,2,1.0,,,,,,,,1.0,7.0,11.0,14.0,1.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,3,4,4,4,3,3,4,4,3,3,4,3,4,3,3,3,1,3,2,2,2,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,27143,개인,1.143,3,2,광주,광산구,18119,C,18,181,2000,3,1,,,,1,2,3,2.0,6,3,,3,,3.0,2,10,3,13,0,0,0,10,3,13,3,0,3,1,6,13,0,0,0,0,0,0,0,0,9,2,2,13,2.0,4,5,3,2,,,,,,,"4,332","3,450",882,"4,327",342,72,279,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2,2,2,2,2.0,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,3,4,4,5,3,3,4,3,3,3,4,3,3,5,5,5,2,4,5,4,4,3,3,2,2,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,21101,법인,7.91,5,1,경기,이천시,18119,C,18,181,2018,4,1,,4.0,1.0,1,5,3,3.0,6,3,1.0,2,1.0,0.0,2,13,2,15,0,0,0,13,2,15,2,8,1,0,1,12,0,3,0,0,0,3,0,0,2,4,6,12,,6,3,3,4,100.0,0.0,0.0,0.0,0.0,0.0,5041,3244,1797,4407,297,74,220,,,,,,,,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,3.0,2.0,3.0,3.0,3.0,,,,3.0,0.0,,,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,14.0,3,3,3,3,2,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10.0,2.0,12.0,0.0,0.0,0.0,10.0,2.0,12.0,2.0,100.0,4457.0,2382.0,2074.0,5050.0,365.0,57.0,277.0,0.0,0.0,90.0,10.0,0.0,0.0,0.0,529.0,0.0,0.0,0.0,529.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,4.0,6.0,2.0,2.0,3.0,2.0,4.0
271,22732,법인,25.01,2,2,광주,동구,18119,C,18,181,2008,3,1,,4.0,1.0,2,2,3,4.0,6,3,1.0,2,1.0,10.0,2,2,2,4,0,0,0,2,2,4,2,2,0,0,0,4,0,0,0,0,0,0,0,0,2,0,2,4,,6,4,3,2,50.0,40.0,0.0,0.0,0.0,10.0,1383,798,585,829,130,31,101,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,1.0,0.0,,,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,14.0,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,5,4,4,3,3,3,3,3,3,3,2.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,100.0,1435.0,767.0,669.0,741.0,101.0,21.0,83.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,3.0,6.0,4.0,2.0,1.0,2.0,4.0
272,2111,법인,15.8,4,2,경기,파주시,18119,C,18,181,2015,4,2,,4.0,1.0,1,3,3,1.0,7,3,1.0,3,3.0,25.0,2,14,1,15,0,0,0,14,1,15,1,8,2,3,0,14,1,0,1,0,0,2,0,0,3,0,11,14,,6,4,1,2,36.0,25.0,0.0,0.0,0.0,39.0,4534,3962,571,4911,140,79,103,,,,,,,,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,4.0,3.0,4.0,4.0,4.0,,,,55.0,10.0,,,6.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,11.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,5,4,4,4,5,4,4,13.0,1.0,14.0,0.0,0.0,0.0,13.0,1.0,14.0,2.0,100.0,4156.0,3593.0,563.0,4350.0,56.0,66.0,2.0,10.0,25.0,20.0,20.0,0.0,10.0,15.0,51.0,236.0,0.0,14.0,301.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0
273,37970,개인,9.0,3,4,서울,금천,18119,C,18,181,2010,3,1,,,,1,3,5,,6,3,,2,,15.0,2,6,2,8,0,0,0,6,2,8,2,5,0,3,0,10,0,0,0,0,0,0,0,0,3,2,5,10,,5,6,1,2,,,,,,,1848,1581,267,2171,153,59,101,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,2,3,3,2,3,3,2,3,3,3,4,3,1,2,3,2,2,1,1,1,2,2,3,2,8.0,2.0,10.0,0.0,0.0,0.0,8.0,2.0,10.0,2.0,,1912.0,1607.0,305.0,2206.0,178.0,60.0,124.0,0.0,0.0,70.0,15.0,0.0,15.0,0.0,,,,,,,,2.0,5.0,1.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,1.0,,
274,28633,개인,5.133,2,2,부산,강서구,18119,C,18,181,1998,4,1,,,,1,3,5,,6,3,,2,,14.0,2,7,2,9,0,0,0,7,2,9,3,0,3,3,0,9,0,0,0,0,0,0,0,0,4,2,3,9,1.0,4,3,3,2,,,,,,,"2,730","2,388",342,"1,258",133,88,43,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2,2,2,2,2.0,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,3,4,5,4,3,4,4,3,3,3,4,3,3,4,5,5,3,3,5,5,4,2,2,2,2,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,34883,개인,1.09,4,2,경기,화성,18119,C,18,181,1991,4,1,,,,1,2,4,1.0,6,3,,3,,12.0,2,4,2,6,0,0,0,4,2,6,1,5,0,1,0,7,0,0,0,0,0,0,0,0,1,4,2,7,,6,4,1,4,,,,,,,5864,3638,2226,5145,459,155,293,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,2,3,3,2,3,3,3,4,4,3,3,3,1,4,3,2,2,1,2,1,1,2,2,1,5.0,2.0,7.0,0.0,0.0,0.0,5.0,2.0,7.0,1.0,,6035.0,3695.0,2341.0,4618.0,241.0,157.0,114.0,10.0,15.0,50.0,25.0,0.0,0.0,0.0,,,,,,,,2.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,2.0,1.0,,
276,18094,개인,5.133,2,2,경기,파주시,18119,C,18,181,2017,2,2,,,,1,4,3,1.0,6,3,,2,,20.0,2,6,0,6,0,0,0,6,0,6,1,4,1,0,0,6,0,0,0,0,0,0,0,0,1,0,5,6,2.0,6,1,1,2,,,,,,,735,417,318,"1,912",180,15,164,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2,2,2,2,2.0,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,3,1,3,1,1,4,4,3,2,2,2,2,3,3,3,2,1,3,2,1,4,4,2,1,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,6373,법인,8.291,4,2,경기,광주시,18119,C,18,181,2016,2,2,1.0,4.0,1.0,1,4,3,2.0,6,3,1.0,1,1.0,15.0,2,19,1,20,0,0,0,19,1,20,1,15,1,3,0,20,0,2,0,0,0,2,0,0,3,2,15,20,1.0,6,5,1,2,100.0,0.0,0.0,0.0,0.0,0.0,"2,209","1,529",680,"6,881",271,41,242,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2,2,2,2,2.0,0,100,0,0,100,4.0,4.0,2.0,9.0,3.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,1.0,0.01,0.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,14.0,3,3,4,3,3,4,4,3,4,3,3,3,4,3,3,3,3,2,3,2,3,3,2,2,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
