,가중치,벤처확인 유형,회사주소_시(도),회사주소_구(군),한국표준산업분류(KSIC)코드_10차,창업년도,기업성장단계,제조 및 비제조,상장여부 및 향후계획,대표이사_창업자여부,대표이사_이전근무지,창업자 성별,창업 당시 창업자 연령,창업 당시 창업자 최종학력,창업 당시 창업자 전공,창업 직전 근무지,창업방식,단독창업 여부,창업자 역할,창업 당시 목표시장,창업 당시 창업자 실무경험 년수(년),창업자 과거창업 경험 여부,학력별 인력구성비(고졸이하),학력별 인력구성비(전문대졸),학력별 인력구성비(대졸),학력별 인력구성비(석사),학력별 인력구성비(박사),현재 구인하기 어려운 직무(1순위),현재 구인하기 어려운 직무(2순위),현재 구인하기 어려운 직급(1순위),현재 구인하기 어려운 직급(2순위),지분구조(퍼센트)_창업자,지분구조(퍼센트)_임직원,지분구조(퍼센트)_가족,지분구조(퍼센트)_벤처캐피털 및 기관투자자,지분구조(퍼센트)_엔젤 및 액셀러레이터,지분구조(퍼센트)_개인투자자,연구개발(RnD)자금(출연금)_경험여부,융자(정책자금)_경험여부,보증서지원_경험여부,기타지원_경험여부,경쟁사 대비 현황_개발역량,경쟁사 대비 현황_제조역량,경쟁사 대비 현황_마케팅역량,경쟁전략초점_원가우위 수준,경쟁전략초점_제품 고부가가치화 수준,비즈니스 모델_명확한 정리정도,비즈니스 모델_혁신정도,주력제품 국내 시장점유율(퍼센트),주력제품 해외 시장점유율(퍼센트),해외수출 및 진출과정 애로사항(1순위),해외수출 및 진출과정 애로사항(2순위),크라우드 펀딩 경험여부,엔젤투자자 혹은 액셀러레이터 투자 경험여부,벤처캐피털(투자조합포함) 투자 경험여부,인수합병의향,인수합병응할의향,인수합병 환경개선을 위한 필요사항(1순위),인수합병 환경개선을 위한 필요사항(2순위),기업간 거래시 애로사항(1순위),벤처확인제도 혜택_기술개발 촉진효과,벤처확인제도 혜택_기업 이미지 제고 등 광고효과,벤처확인제도 혜택_세제혜택 효과,벤처확인제도 혜택_우수인력 확보에 유리,벤처확인제도 혜택_입지 선정 시 유리,벤처확인제도 혜택_자금조달 및 투자 유인효과,벤처확인제도 혜택_정부지원제도 참여에 유리,벤처확인제도 혜택_창업 관련 규제 완화 효과,현재 벤처인프라 수준_인수합병(MnA) 활성화를 위한 제도개선,현재 벤처인프라 수준_벤처관련 규제완화,현재 벤처인프라 수준_창업 및 기업가적 능력개발을 위한 교육,현재 벤처인프라 수준_기업가정신을 고취하는 사회분위기,현재 벤처인프라 수준_벤처투자 활성화,경영상 애로사항_신기술 개발,경영상 애로사항_개발된 기술의 사업화,경영상 애로사항_국내 판로개척,경영상 애로사항_해외시장 개척,경영상 애로사항_필요인력의 확보 및 유지관리,경영상 애로사항_자금조달_운용 등 자금관리,경영상 애로사항_기술유출 및 디자인_상표 도용,경영상 애로사항_업계내의 과당경쟁 및 덤핑,경영상 애로사항_법률_회계_세무 관련 지식부족,경영상 애로사항_조직관리,경영상 애로사항_환율변동,경영상 애로사항_특허분쟁,경영상 애로사항_각종규제,경영상 애로사항_산-학-연 간 협력활동,경영상 애로사항_불공정한 시장질서,매출규모,정규직합계,비정규직합계,총종사자합계,인력구성(관리),인력구성(생산),인력구성(영업),인력구성(RnD),인력구성(기타),인수합병(MnA) 경험여부,피인수합병 경험여부,인력구성(합계),학력별 인력구성_합계,매출구조비율(대기업),매출구조비율(12차벤더),매출구조비율(중소기업),매출구조비율(B2C),매출구조비율(B2G),매출구조비율(글로벌),투자액(국내설비),투자액(R&D),투자액(해외),투자액(기타),투자액(합계),스톡옵션상황,등록보유(특허권),등록보유(실용신안권),등록보유(디자인권),등록보유(상표권),등록보유(해외산업재산권),등록보유(합계),출원중(특허권),출원중(실용신안권),출원중(디자인권),출원중(상표권),출원중(해외산업재산권),출원중(합계),제품및서비스구조,세계유일기술보유여부,기술력수준비교(세계),기술력수준비교(국내),연구개발관련전담부서보유여부,장기적성장전망성,자체브랜드보유여부,영업및마케팅방식,글로벌사업방식,향후사회적책임실천할계획여부,실천하고있는사회적책임,부채비율,자기자본비율,순이익률,총자산회전율,자기자본회전율,ROE,영업이익률,이자보상배율,종사자생산성,4차산업혁명과관계여부
5210,1.707,2,서울,송파구,J62021,2001,4,4,4.0,1.0,6.0,1,2,2,1.0,6,3,1.0,1,3.0,6.0,2,12.0,18.0,68.0,2.0,0.0,5.0,4.0,1.0,3.0,74.0,8.0,17.0,0.0,0.0,1.0,2,2,2,2,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,0.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,14.0,2,3,3,2,2,2,3,2,3,2,3,2,3,3,3,4,3,4,4,3,2,3,3,2,3,3,3,4,7.0,50.0,0.0,50.0,5.0,0.0,1.0,2.0,42.0,2.0,2.0,50.0,50.0,0.0,0.0,30.0,0.0,70.0,0.0,0,625,0.0,0,625,4.0,4,0,1,0,0,5,6,0,0,0,0,6,2.0,2.0,3.0,2.0,2.0,4.0,2,1,4.0,1.0,5.0,31.187,76.227,20.605,108.711,142.616,29.386,20.676,27900.0,62072.0,1
5211,1.707,2,전남,목포시,J62021,2006,3,4,4.0,1.0,6.0,1,2,1,1.0,6,3,1.0,3,3.0,6.0,2,0.0,18.75,75.0,5.0,1.25,5.0,4.0,2.0,3.0,63.0,0.0,0.0,0.0,0.0,37.0,2,2,2,2,4.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,0.0,3.0,8.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,11.0,4,3,3,3,3,3,4,3,4,4,3,3,3,4,3,4,3,4,4,3,3,3,3,3,3,4,3,3,7.0,80.0,0.0,80.0,15.0,0.0,10.0,8.0,47.0,2.0,2.0,80.0,80.0,60.0,20.0,5.0,0.0,10.0,0.0,0.0,380.0,0.0,100.0,480.0,2.0,3,0,0,0,0,3,0,0,0,0,0,0,3.0,2.0,4.0,2.0,2.0,4.0,2,1,4.0,1.0,3.0,72.424,57.997,5.281,367.514,633.683,33.468,5.799,1219.643,29442.5,2
5212,2.29,2,서울,금천구,J62021,2013,3,2,4.0,1.0,6.0,1,2,3,2.0,6,3,1.0,2,1.0,8.0,2,19.047619047619047,14.285714285714285,61.904761904761905,4.761904761904762,0.0,6.0,4.0,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,3.0,6.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,14.0,4,4,4,3,2,3,3,3,3,4,3,2,3,4,5,4,4,3,4,3,4,3,4,3,4,3,3,3,7.0,20.0,0.0,20.0,2.0,3.0,2.0,4.0,10.0,2.0,2.0,21.0,21.0,40.0,10.0,20.0,0.0,30.0,0.0,4209.0,103.0,0.0,0.0,4312.0,3.0,2,0,0,0,0,2,0,0,0,0,0,0,3.0,2.0,3.0,3.0,2.0,4.0,1,3,4.0,1.0,0.0,14.836,87.08,15.386,257.192,295.35,45.443,16.997,43863.158,245155.0,1
5213,1.34,2,서울,금천구,J62021,1996,4,1,4.0,1.0,7.0,1,3,3,1.0,7,3,1.0,3,1.0,18.0,2,27.534685165421557,20.917822838847385,40.87513340448239,6.189967982924227,4.482390608324439,3.0,4.0,3.0,2.0,63.0,0.0,20.0,0.0,0.0,17.0,1,1,1,2,4.0,4.0,5.0,4.0,4.0,4.0,4.0,37.46,0.0,7.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,6.0,14.0,4,3,4,4,2,4,3,3,4,3,4,3,4,4,3,3,2,3,2,3,2,3,2,3,4,3,3,4,8.0,817.0,0.0,817.0,258.0,305.0,26.0,102.0,246.0,2.0,2.0,937.0,937.0,30.0,40.0,30.0,0.0,0.0,0.0,0.0,5409.0,0.0,0.0,5409.0,3.0,0,0,0,0,4,4,0,0,0,0,0,0,2.0,2.0,3.0,3.0,3.0,3.0,2,1,4.0,1.0,0.0,100.587,49.854,4.33,259.281,520.084,22.519,6.971,1953.419,8025.337,2
5214,2.29,2,대구,동구,J62021,2004,3,3,4.0,1.0,6.0,1,2,3,1.0,6,3,1.0,3,1.0,5.0,2,0.0,42.857142857142854,54.285714285714285,2.857142857142857,0.0,5.0,3.0,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,4.0,3.0,3.0,3.0,3.0,4.0,3.0,10.0,0.53,5.0,7.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,14.0,3,3,3,4,4,4,3,3,3,3,4,3,3,3,3,3,2,3,3,2,2,1,2,2,3,2,3,2,7.0,33.0,1.0,34.0,26.0,0.0,3.0,4.0,2.0,2.0,2.0,35.0,35.0,0.0,0.0,40.0,0.0,60.0,0.0,0.0,70.0,0.0,230.0,300.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,5.0,4.0,2.0,4.0,2,1,4.0,,0.0,95.851,51.059,4.598,108.259,212.027,9.748,4.78,1224.675,58020.588,1
5215,1.34,2,경남,진주시,J62021,1997,4,4,2.0,1.0,7.0,1,3,3,1.0,7,3,1.0,2,1.0,18.0,2,10.16949152542373,17.796610169491526,61.86440677966102,6.779661016949152,3.389830508474576,5.0,3.0,2.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,1,1,1,2,5.0,4.0,4.0,4.0,4.0,4.0,4.0,60.0,0.0,5.0,7.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,14.0,4,3,4,3,4,3,4,3,3,4,3,3,3,3,2,3,2,4,4,2,3,2,3,4,3,3,4,3,8.0,106.0,0.0,106.0,38.0,0.0,8.0,21.0,51.0,2.0,2.0,118.0,118.0,0.0,70.0,10.0,0.0,15.0,0.0,300.0,220.0,0.0,2100.0,2620.0,4.0,4,0,0,3,0,7,0,0,0,0,0,0,2.0,2.0,4.0,3.0,2.0,4.0,2,1,4.0,,0.0,88.95,52.924,0.493,464.685,878.023,4.331,0.607,8700.0,54122.642,2
5216,1.34,2,서울,영등포구,J62021,2000,4,4,1.0,1.0,5.0,1,3,3,1.0,5,3,1.0,1,1.0,21.0,2,12.871287128712872,23.762376237623762,47.524752475247524,10.396039603960396,5.445544554455446,5.0,2.0,3.0,2.0,34.2,0.0,6.5,0.0,0.0,59.3,1,2,1,2,4.0,3.0,4.0,4.0,4.0,5.0,4.0,65.0,0.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,14.0,3,4,3,4,3,3,3,3,4,3,4,3,3,4,3,4,3,4,3,4,3,4,3,2,2,3,3,4,8.0,182.0,0.0,182.0,85.0,0.0,21.0,38.0,58.0,2.0,2.0,202.0,202.0,78.0,10.0,12.0,0.0,0.0,0.0,0.0,941.0,0.0,0.0,941.0,3.0,4,0,0,0,0,4,0,0,0,0,0,0,3.0,2.0,3.0,2.0,2.0,3.0,2,3,4.0,1.0,0.0,399.284,20.029,1.545,91.764,458.161,7.079,2.955,221.615,15824.176,1
5217,0.962,2,서울,중구,J62021,1999,4,4,4.0,2.0,,1,3,3,1.0,6,3,1.0,3,3.0,8.0,2,11.333333333333332,30.0,53.333333333333336,4.666666666666667,0.6666666666666667,5.0,4.0,3.0,1.0,34.0,0.0,6.0,0.0,21.0,39.0,2,2,2,2,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,0.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,8.0,4,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,3,3,8.0,150.0,0.0,150.0,16.0,0.0,62.0,22.0,50.0,2.0,2.0,150.0,150.0,0.0,30.0,0.0,20.0,50.0,0.0,0.0,850.0,0.0,0.0,850.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,3.0,2.0,4.0,2.0,2.0,4.0,2,1,4.0,1.0,5.0,240.12,29.401,1.155,251.327,854.814,9.877,1.823,586.15,91334.0,1
5218,3.933,2,서울,강남구,J62021,2011,3,4,4.0,1.0,4.0,1,4,3,1.0,4,3,1.0,3,3.0,17.0,2,0.0,42.10526315789473,47.368421052631575,10.526315789473683,0.0,5.0,4.0,3.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2,2,1,2,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0.2,0.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,8.0,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,3,3,5,3,4,3,3,2,3,3,2,3,4.0,19.0,0.0,19.0,9.0,0.0,7.0,3.0,0.0,2.0,2.0,19.0,19.0,50.0,30.0,10.0,0.0,0.0,0.0,0.0,550.0,0.0,0.0,550.0,4.0,27,0,0,0,0,27,0,0,0,0,0,0,3.0,1.0,4.0,3.0,2.0,4.0,1,1,1.0,2.0,0.0,56.514,63.892,6.637,201.165,314.851,20.898,7.259,inf,37268.421,2
5219,9.02,2,서울,송파구,J62021,2012,4,4,4.0,1.0,6.0,1,2,3,3.0,6,3,1.0,2,3.0,1.0,1,21.428571428571427,14.285714285714285,64.28571428571429,0.0,0.0,4.0,5.0,3.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,4.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,0.1,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,14.0,3,3,2,3,3,4,4,3,3,3,2,3,3,4,4,3,3,5,4,3,3,3,3,2,2,2,3,3,4.0,16.0,0.0,16.0,3.0,0.0,5.0,3.0,3.0,2.0,2.0,14.0,14.0,0.0,0.0,0.0,0.0,100.0,0.0,0,153,0.0,23,176,4.0,1,0,0,0,0,1,0,0,0,0,0,0,1.0,2.0,3.0,2.0,2.0,4.0,2,1,4.0,1.0,0.0,221.846,31.071,1.471,169.025,544.0,8.0,1.555,220.0,22100.0,1
5220,1.707,2,서울,성동구,J62021,2007,4,4,4.0,1.0,6.0,1,3,3,1.0,6,3,1.0,3,3.0,0.0,2,0.0,8.0,84.0,6.4,1.6,5.0,3.0,3.0,2.0,38.0,21.0,12.0,0.0,0.0,29.0,2,2,2,2,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4,3,3,3,3,3,4,3,4,3,3,3,4,3,3,3,3,4,4,3,3,3,3,3,3,4,3,3,7.0,125.0,0.0,125.0,12.0,0.0,12.0,8.0,93.0,2.0,2.0,125.0,125.0,60.0,22.0,18.0,0.0,0.0,0.0,0.0,1425.0,0.0,0.0,1425.0,4.0,4,0,0,0,0,4,0,0,0,0,0,0,3.0,2.0,3.0,2.0,2.0,4.0,2,3,4.0,2.0,0.0,237.072,29.667,3.409,194.307,654.954,22.326,2.213,825.51,29242.4,2
5221,5.736,2,서울,송파구,J62021,1999,4,4,4.0,1.0,5.0,1,3,3,1.0,5,3,1.0,2,3.0,10.0,2,6.976744186046512,13.953488372093023,72.09302325581395,4.651162790697675,2.3255813953488373,3.0,4.0,3.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,3.0,2.0,3.0,4.0,3.0,3.0,2.0,7.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,14.0,4,4,4,3,3,3,4,3,4,4,3,4,3,3,3,4,3,4,4,3,4,3,3,4,4,4,3,4,5.0,43.0,0.0,43.0,5.0,0.0,8.0,3.0,27.0,2.0,2.0,43.0,43.0,15.0,62.0,13.0,0.0,10.0,0.0,0.0,342.0,0.0,0.0,342.0,4.0,0,0,0,2,0,2,0,0,0,0,0,0,2.0,2.0,4.0,3.0,3.0,3.0,1,1,4.0,2.0,5.0,298.349,25.104,1.984,194.569,775.065,15.378,2.287,323.81,20746.512,2
5222,9.02,2,대전,유성구,J62021,2008,3,4,4.0,1.0,6.0,1,2,3,1.0,6,3,1.0,2,3.0,13.0,2,20.0,30.0,45.0,5.0,0.0,5.0,4.0,3.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,3.0,1.0,4.0,3.0,4.0,3.0,3.0,5.0,0.0,1.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,14.0,3,4,5,3,3,4,4,3,2,3,4,3,3,4,5,4,2,3,4,4,3,4,5,3,4,4,4,3,4.0,15.0,0.0,15.0,3.0,0.0,2.0,7.0,8.0,2.0,2.0,20.0,20.0,20.0,0.0,70.0,0.0,0.0,10.0,0.0,3150.0,0.0,0.0,3150.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,3.0,3.0,2.0,4.0,2,3,1.0,1.0,0.0,11.256,89.882,5.009,169.341,188.403,9.437,4.285,2840.0,22093.333,1
5223,9.02,2,대전,유성구,J62021,2008,3,4,4.0,1.0,7.0,2,2,3,1.0,7,3,1.0,3,3.0,11.0,2,11.11111111111111,27.77777777777778,55.55555555555556,5.555555555555555,0.0,5.0,2.0,2.0,1.0,36.0,16.0,9.0,26.0,0.0,13.0,1,2,2,2,3.0,4.0,4.0,4.0,4.0,4.0,4.0,13.0,0.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,14.0,2,4,4,2,2,4,3,3,3,4,3,3,2,4,5,4,2,3,4,3,4,3,4,2,3,4,3,3,4.0,10.0,0.0,10.0,2.0,0.0,1.0,13.0,2.0,2.0,2.0,18.0,18.0,85.0,0.0,13.0,0.0,0.0,2.0,0,871,0.0,72,943,4.0,6,0,0,0,0,6,3,0,0,0,0,3,3.0,2.0,3.0,2.0,2.0,3.0,2,1,1.0,1.0,0.0,142.778,41.214,-11.891,203.148,492.917,-58.611,-13.074,-1450.0,35490.0,2
5224,6.43,2,서울,금천구,J62021,2013,3,4,4.0,1.0,6.0,1,3,2,1.0,6,3,1.0,2,1.0,13.0,2,12.903225806451612,16.129032258064516,61.29032258064516,6.451612903225806,3.225806451612903,5.0,4.0,3.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,4.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,0.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,14.0,3,4,4,3,2,4,3,3,4,3,2,3,3,4,3,3,2,4,3,4,3,2,3,3,2,3,3,3,5.0,16.0,0.0,16.0,3.0,0.0,4.0,6.0,18.0,2.0,2.0,31.0,31.0,0.0,0.0,0.0,0.0,100.0,0.0,15.0,480.0,0.0,0.0,495.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,1.0,2.0,4.0,2.0,2.0,4.0,2,1,4.0,1.0,0.0,163.346,37.973,2.391,254.044,669.013,15.996,2.774,1845.455,45743.75,2
5225,1.34,2,서울,서초구,J62021,2008,4,4,4.0,2.0,,1,3,3,1.0,7,3,1.0,1,1.0,18.0,2,19.78021978021978,29.67032967032967,41.75824175824176,6.593406593406594,2.197802197802198,3.0,4.0,3.0,2.0,48.7,25.3,3.2,12.8,0.0,10.0,2,2,2,2,5.0,4.0,4.0,4.0,4.0,4.0,4.0,60.0,0.0,3.0,7.0,2.0,2.0,2.0,1.0,2.0,3.0,6.0,14.0,4,3,4,2,3,4,3,3,3,4,4,3,3,3,2,3,2,4,3,2,3,2,3,2,3,3,3,4,8.0,103.0,0.0,103.0,42.0,0.0,9.0,14.0,26.0,1.0,2.0,91.0,91.0,0.0,0.0,100.0,0.0,0.0,0.0,27.0,183.0,0.0,0.0,210.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,3.0,2.0,2.0,3.0,2,1,4.0,2.0,0.0,310.144,24.382,1.219,197.856,811.495,9.894,2.053,850.638,94519.417,2
5226,1.707,2,서울,영등포구,J62021,2003,3,4,4.0,2.0,,1,4,3,1.0,6,3,1.0,3,3.0,2.0,2,0.0,22.22222222222222,66.66666666666666,11.11111111111111,0.0,5.0,4.0,1.0,3.0,91.0,5.0,4.0,0.0,0.0,0.0,1,2,2,2,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,0.01,6.0,8.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4,3,3,3,3,4,4,3,4,3,3,3,4,3,3,4,4,3,4,3,3,3,3,3,3,4,3,3,7.0,45.0,0.0,45.0,7.0,0.0,10.0,7.0,21.0,2.0,2.0,45.0,45.0,0.0,0.0,89.0,9.0,0.0,0.0,0.0,252.0,0.0,0.0,252.0,3.0,2,0,0,0,0,2,0,0,0,0,0,0,2.0,2.0,5.0,3.0,2.0,4.0,1,3,4.0,1.0,0.0,324.773,23.542,0.056,262.599,1115.447,0.622,-0.635,-192.208,51831.111,2
5227,1.34,2,경기,성남시,J62021,2008,4,4,4.0,1.0,6.0,1,2,3,1.0,6,3,1.0,2,1.0,13.0,2,30.53435114503817,27.480916030534353,32.06106870229007,6.106870229007633,3.816793893129771,3.0,5.0,3.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,2,1,2,2,4.0,2.0,3.0,4.0,3.0,4.0,3.0,20.0,0.0,8.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,14.0,3,4,4,3,2,3,4,3,2,3,2,2,2,4,3,4,2,3,4,3,2,3,2,1,2,3,2,3,8.0,94.0,0.0,94.0,46.0,0.0,9.0,24.0,52.0,2.0,2.0,131.0,131.0,15.0,50.0,10.0,0.0,10.0,0.0,0.0,100.0,0.0,0.0,100.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,4.0,4.0,2.0,3.0,2,3,4.0,1.0,0.0,162.409,38.108,-1.601,219.039,574.778,-9.201,4.574,8686.667,30304.255,1
5228,29.21,2,부산,사상구,J62021,2008,4,4,4.0,1.0,6.0,1,3,2,1.0,6,3,1.0,1,3.0,10.0,2,5.88235294117647,23.52941176470588,70.58823529411765,0.0,0.0,5.0,2.0,2.0,3.0,0.0,100.0,0.0,0.0,0.0,0.0,1,2,1,2,4.0,3.0,3.0,4.0,4.0,4.0,3.0,30.0,0.0,3.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,14.0,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,3.0,7.0,0.0,7.0,3.0,0.0,1.0,13.0,0.0,2.0,2.0,17.0,17.0,0.0,0.0,30.0,0.0,70.0,0.0,0.0,17.0,0.0,100.0,117.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,4.0,4.0,4.0,3.0,2,3,4.0,2.0,0.0,50.602,66.533,6.879,238.878,359.036,24.699,4.362,1300.0,17028.571,2
5229,1.34,2,경기,성남시,J62021,2015,3,4,4.0,1.0,5.0,1,4,2,1.0,5,3,1.0,1,3.0,26.0,2,9.042553191489363,14.893617021276595,65.42553191489363,6.382978723404255,4.25531914893617,5.0,4.0,2.0,3.0,82.0,5.0,13.0,0.0,0.0,0.0,2,2,2,2,4.0,4.0,4.0,4.0,5.0,4.0,5.0,40.0,0.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,6.0,3.0,14.0,3,4,4,3,3,4,3,4,2,3,2,3,3,4,3,4,2,3,4,3,4,2,3,2,4,4,3,3,8.0,214.0,4.0,218.0,25.0,0.0,18.0,10.0,135.0,2.0,2.0,188.0,188.0,65.0,18.0,17.0,0.0,0.0,0.0,0.0,1633.0,0.0,0.0,1633.0,4.0,4,0,0,0,0,4,0,0,0,0,0,0,3.0,2.0,3.0,3.0,2.0,4.0,2,3,4.0,1.0,0.0,58.573,63.063,1.326,734.731,1165.083,15.454,1.173,4538.462,23066.514,1
5230,2.29,1,경기,안양시,J62021,2012,3,4,4.0,1.0,3.0,1,4,3,1.0,3,3,1.0,1,1.0,25.0,2,8.955223880597014,13.432835820895523,69.65174129353234,5.970149253731343,1.9900497512437811,2.0,3.0,2.0,1.0,40.0,20.0,30.0,0.0,0.0,10.0,2,2,2,2,5.0,4.0,4.0,4.0,4.0,4.0,4.0,20.0,0.0,6.0,7.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,14.0,3,2,4,2,2,3,4,3,2,3,4,3,3,4,3,4,2,3,4,3,4,2,3,3,4,3,3,3,7.0,184.0,0.0,184.0,58.0,0.0,12.0,28.0,103.0,2.0,2.0,201.0,201.0,20.0,40.0,10.0,0.0,5.0,5.0,0.0,1500.0,0.0,0.0,1500.0,1.0,3,0,0,0,0,3,0,0,0,0,0,0,3.0,2.0,3.0,1.0,2.0,5.0,2,1,1.0,,0.0,482.576,17.165,4.957,223.939,1304.614,64.669,4.091,861.111,10295.109,1
5231,5.448,4,서울,강남구,J62021,2003,4,4,4.0,2.0,,1,5,5,,6,3,1.0,3,3.0,20.0,2,17.142857142857142,40.0,38.57142857142858,4.285714285714286,0.0,8.0,5.0,3.0,1.0,0.0,60.0,0.0,0.0,0.0,40.0,2,2,2,2,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,0.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,11.0,3,3,3,3,3,3,4,4,4,3,3,3,4,3,4,4,3,4,4,3,3,3,3,3,3,4,4,3,6.0,70.0,0.0,70.0,13.0,35.0,6.0,16.0,0.0,2.0,2.0,70.0,70.0,0.0,0.0,20.0,0.0,80.0,0.0,0.0,50.0,0.0,0.0,50.0,4.0,12,0,0,0,0,12,0,0,0,0,0,0,3.0,2.0,4.0,3.0,2.0,4.0,1,1,4.0,,0.0,21.118,82.564,4.564,267.971,324.56,14.813,3.974,inf,23975.714,2
5232,4.96,2,서울,성동구,J62021,2001,4,2,4.0,1.0,6.0,1,2,5,,6,1,1.0,2,3.0,28.0,2,14.814814814814813,66.66666666666666,18.51851851851852,0.0,0.0,4.0,5.0,1.0,2.0,0.0,70.0,30.0,0.0,0.0,0.0,2,2,2,2,4.0,4.0,3.0,3.0,3.0,3.0,3.0,20.98,0.0,5.0,7.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,14.0,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,6.0,23.0,0.0,23.0,4.0,0.0,11.0,3.0,9.0,2.0,2.0,27.0,27.0,20.0,0.0,80.0,0.0,0.0,0.0,0,28,0.0,0,28,4.0,0,1,0,1,0,2,2,0,0,0,0,2,1.0,2.0,3.0,2.0,2.0,4.0,1,1,4.0,1.0,0.0,132.676,42.987,5.038,152.128,353.896,17.828,4.96,2946.154,33573.913,1
5233,2.29,2,서울,성동구,J62021,2000,4,1,4.0,1.0,5.0,1,2,1,1.0,5,1,1.0,1,1.0,8.0,2,8.064516129032258,12.903225806451612,69.35483870967742,6.451612903225806,3.225806451612903,2.0,3.0,2.0,3.0,67.0,17.0,0.0,16.0,0.0,0.0,1,1,1,2,4.0,3.0,4.0,4.0,3.0,4.0,3.0,20.0,0.0,5.0,7.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,14.0,4,3,4,3,4,3,3,3,3,2,3,3,3,4,5,4,2,3,3,4,4,3,2,3,4,3,4,3,7.0,73.0,0.0,73.0,18.0,12.0,6.0,18.0,8.0,2.0,2.0,62.0,62.0,35.0,18.0,0.0,0.0,35.0,0.0,0.0,1720.0,0.0,42.0,1762.0,4.0,3,0,0,0,0,3,0,0,0,0,0,0,1.0,2.0,5.0,3.0,2.0,3.0,2,1,4.0,2.0,0.0,165.914,37.606,1.911,131.897,350.734,6.704,1.694,221.134,34689.041,2
