,가중치,벤처확인 유형,회사주소_시(도),회사주소_구(군),한국표준산업분류(KSIC)코드_10차,창업년도,기업성장단계,제조 및 비제조,상장여부 및 향후계획,대표이사_창업자여부,대표이사_이전근무지,창업자 성별,창업 당시 창업자 연령,창업 당시 창업자 최종학력,창업 당시 창업자 전공,창업 직전 근무지,창업방식,단독창업 여부,창업자 역할,창업 당시 목표시장,창업 당시 창업자 실무경험 년수(년),창업자 과거창업 경험 여부,학력별 인력구성비(고졸이하),학력별 인력구성비(전문대졸),학력별 인력구성비(대졸),학력별 인력구성비(석사),학력별 인력구성비(박사),현재 구인하기 어려운 직무(1순위),현재 구인하기 어려운 직무(2순위),현재 구인하기 어려운 직급(1순위),현재 구인하기 어려운 직급(2순위),지분구조(퍼센트)_창업자,지분구조(퍼센트)_임직원,지분구조(퍼센트)_가족,지분구조(퍼센트)_벤처캐피털 및 기관투자자,지분구조(퍼센트)_엔젤 및 액셀러레이터,지분구조(퍼센트)_개인투자자,연구개발(RnD)자금(출연금)_경험여부,융자(정책자금)_경험여부,보증서지원_경험여부,기타지원_경험여부,경쟁사 대비 현황_개발역량,경쟁사 대비 현황_제조역량,경쟁사 대비 현황_마케팅역량,경쟁전략초점_원가우위 수준,경쟁전략초점_제품 고부가가치화 수준,비즈니스 모델_명확한 정리정도,비즈니스 모델_혁신정도,주력제품 국내 시장점유율(퍼센트),주력제품 해외 시장점유율(퍼센트),해외수출 및 진출과정 애로사항(1순위),해외수출 및 진출과정 애로사항(2순위),크라우드 펀딩 경험여부,엔젤투자자 혹은 액셀러레이터 투자 경험여부,벤처캐피털(투자조합포함) 투자 경험여부,인수합병의향,인수합병응할의향,인수합병 환경개선을 위한 필요사항(1순위),인수합병 환경개선을 위한 필요사항(2순위),기업간 거래시 애로사항(1순위),벤처확인제도 혜택_기술개발 촉진효과,벤처확인제도 혜택_기업 이미지 제고 등 광고효과,벤처확인제도 혜택_세제혜택 효과,벤처확인제도 혜택_우수인력 확보에 유리,벤처확인제도 혜택_입지 선정 시 유리,벤처확인제도 혜택_자금조달 및 투자 유인효과,벤처확인제도 혜택_정부지원제도 참여에 유리,벤처확인제도 혜택_창업 관련 규제 완화 효과,현재 벤처인프라 수준_인수합병(MnA) 활성화를 위한 제도개선,현재 벤처인프라 수준_벤처관련 규제완화,현재 벤처인프라 수준_창업 및 기업가적 능력개발을 위한 교육,현재 벤처인프라 수준_기업가정신을 고취하는 사회분위기,현재 벤처인프라 수준_벤처투자 활성화,경영상 애로사항_신기술 개발,경영상 애로사항_개발된 기술의 사업화,경영상 애로사항_국내 판로개척,경영상 애로사항_해외시장 개척,경영상 애로사항_필요인력의 확보 및 유지관리,경영상 애로사항_자금조달_운용 등 자금관리,경영상 애로사항_기술유출 및 디자인_상표 도용,경영상 애로사항_업계내의 과당경쟁 및 덤핑,경영상 애로사항_법률_회계_세무 관련 지식부족,경영상 애로사항_조직관리,경영상 애로사항_환율변동,경영상 애로사항_특허분쟁,경영상 애로사항_각종규제,경영상 애로사항_산-학-연 간 협력활동,경영상 애로사항_불공정한 시장질서,매출규모,정규직합계,비정규직합계,총종사자합계,인력구성(관리),인력구성(생산),인력구성(영업),인력구성(RnD),인력구성(기타),인수합병(MnA) 경험여부,피인수합병 경험여부,인력구성(합계),학력별 인력구성_합계,매출구조비율(대기업),매출구조비율(12차벤더),매출구조비율(중소기업),매출구조비율(B2C),매출구조비율(B2G),매출구조비율(글로벌),투자액(국내설비),투자액(R&D),투자액(해외),투자액(기타),투자액(합계),스톡옵션상황,등록보유(특허권),등록보유(실용신안권),등록보유(디자인권),등록보유(상표권),등록보유(해외산업재산권),등록보유(합계),출원중(특허권),출원중(실용신안권),출원중(디자인권),출원중(상표권),출원중(해외산업재산권),출원중(합계),제품및서비스구조,세계유일기술보유여부,기술력수준비교(세계),기술력수준비교(국내),연구개발관련전담부서보유여부,장기적성장전망성,자체브랜드보유여부,영업및마케팅방식,글로벌사업방식,향후사회적책임실천할계획여부,실천하고있는사회적책임,부채비율,자기자본비율,순이익률,총자산회전율,자기자본회전율,ROE,영업이익률,이자보상배율,종사자생산성,4차산업혁명과관계여부
2003,4.849,3,경기,안양시 동안구,C26519,2009,3,1,4.0,1.0,5.0,1,4,1,1.0,5,3,1.0,1,3.0,15.0,1,28.57142857142857,19.047619047619047,42.857142857142854,4.761904761904762,4.761904761904762,6.0,5.0,2.0,3.0,25.0,0.0,20.0,32.0,0.0,23.0,1,2,2,2,5.0,4.0,3.0,4.0,4.0,4.0,4.0,0.1,0.01,4.0,5.0,2.0,2.0,1.0,2.0,2.0,5.0,3.0,14.0,1,4,1,1,2,1,2,2,3,4,3,3,3,4,5,5,5,5,5,3,4,3,3,3,3,3,3,3,4.0,21.0,0.0,21.0,3.0,11.0,2.0,3.0,2.0,2.0,2.0,21.0,21.0,0.0,0.0,5.0,70.0,25.0,0.0,110.0,226.0,0.0,0.0,336.0,4.0,3,0,0,0,0,3,0,0,0,0,0,0,2.0,2.0,4.0,2.0,2.0,4.0,1,1,4.0,1.0,0.0,145.817,40.681,3.776,101.398,249.253,9.412,5.015,246.078,23833.333,1
2004,19.085,2,인천,서구,C26521,2014,3,1,4.0,1.0,6.0,1,2,5,,6,3,1.0,2,1.0,9.0,1,50.0,25.0,25.0,0.0,0.0,6.0,5.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,0.0,3.0,6.0,2.0,2.0,2.0,2.0,2.0,4.0,6.0,14.0,3,3,3,3,4,3,4,3,3,3,2,2,2,3,3,5,3,3,5,3,2,2,2,2,2,2,2,2,2.0,4.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0,90,0,0,90,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,5.0,5.0,6.0,2.0,2,1,4.0,2.0,1.0,679.47,12.829,1.573,113.424,884.106,13.907,4.195,175.0,33375.0,2
2005,4.143,2,광주,북구,C26521,2004,4,1,4.0,1.0,6.0,1,3,3,1.0,6,3,1.0,2,1.0,2.0,2,78.0,12.0,10.0,0.0,0.0,5.0,4.0,2.0,1.0,51.0,0.0,49.0,0.0,0.0,0.0,2,1,2,2,4.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,3.0,11.0,4,4,4,3,3,4,4,3,4,4,3,4,4,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,,49.0,0.0,49.0,5.0,40.0,1.0,3.0,0.0,,,49.0,100.0,21.0,40.0,3.0,0.0,0.0,36.0,350.0,216.0,0.0,0.0,566.0,4.0,0,0,1,0,0,1,0,0,0,0,0,0,2.0,2.0,4.0,3.0,2.0,3.0,1,1,1.0,1.0,0.0,270.649,26.98,-10.005,86.773,321.625,-32.178,-8.333,-336.5,16481.633,2
2006,3.6,4,경기,성남시,C26529,2001,4,2,2.0,2.0,,1,5,1,1.0,6,3,1.0,1,1.0,20.0,2,8.0,24.0,60.0,8.0,0.0,4.0,5.0,3.0,2.0,0.0,70.0,30.0,0.0,0.0,0.0,2,1,2,2,4.0,4.0,3.0,4.0,4.0,4.0,4.0,50.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,6.0,6.0,3,3,4,3,4,4,5,3,3,3,4,3,3,4,3,4,5,5,4,2,3,2,1,4,1,4,3,3,5.0,25.0,0.0,25.0,3.0,4.0,6.0,2.0,10.0,2.0,2.0,25.0,25.0,10.0,0.0,5.0,0.0,80.0,5.0,0.0,70.0,0.0,10.0,80.0,4.0,7,1,0,3,0,11,0,0,0,0,0,0,3.0,1.0,3.0,2.0,2.0,4.0,1,3,1.0,,1.0,122.141,45.022,2.149,88.786,197.208,4.237,3.13,180.0,32208.0,1
2007,7.778,3,서울,용산구,C26529,2016,4,2,2.0,1.0,6.0,1,4,3,3.0,6,3,2.0,1,3.0,0.0,1,2.0,26.0,69.0,2.0,1.0,2.0,4.0,2.0,1.0,65.0,0.0,0.0,28.0,0.0,6.0,2,2,1,2,5.0,5.0,3.0,3.0,4.0,3.0,4.0,60.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2,3,2,2,2,3,3,2,3,3,3,2,3,4,3,2,5,5,5,3,5,4,4,3,2,4,3,4,,92.0,4.0,96.0,18.0,4.0,34.0,33.0,7.0,,,96.0,100.0,0.0,0.0,0.0,90.0,0.0,10.0,0.0,100.0,0.0,0.0,100.0,4.0,8,0,7,8,9,32,5,0,2,1,10,18,2.0,2.0,3.0,2.0,2.0,4.0,1,3,1.0,,0.0,271.608,26.91,9.125,51.357,190.848,17.414,17.099,315.847,31690.625,1
2008,8.9,1,경기,파주시,C26529,2001,4,2,4.0,1.0,6.0,1,2,2,4.0,6,3,1.0,2,3.0,6.0,2,0.0,31.0,62.0,7.000000000000001,0.0,5.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,2,1,1,2,4.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2,2,2,2,2,2,3,2,1,2,1,2,2,5,5,3,3,5,4,4,5,4,5,4,4,4,5,2,,13.0,0.0,13.0,3.0,2.0,1.0,3.0,4.0,,,13.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,12,623,0,715,"1,350",4.0,11,1,0,0,0,12,0,0,0,0,0,0,2.0,2.0,4.0,4.0,2.0,3.0,2,1,4.0,,0.0,97.051,50.748,5.419,98.851,194.786,10.556,7.218,382.558,35061.538,2
2009,7.778,4,경기,안양시 동안구,C26529,1999,4,3,1.0,2.0,7.0,1,4,3,3.0,6,3,1.0,3,3.0,11.0,2,0.0,30.0,70.0,0.0,0.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,18.0,0.0,82.0,2,2,2,2,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,10.0,4.0,7.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,9.0,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,,50.0,0.0,50.0,25.0,8.0,6.0,0.0,11.0,,,50.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0,247,0,0,247,4.0,11,8,0,0,0,19,0,0,0,0,0,0,1.0,2.0,3.0,3.0,2.0,4.0,1,1,4.0,2.0,1.0,211.685,32.084,-35.521,46.076,143.613,-51.013,-19.961,-159.822,66760.0,2
2010,16.974,2,경기,성남시 중원구,C26529,2011,2,1,4.0,1.0,5.0,1,3,2,1.0,5,3,1.0,1,3.0,8.0,2,0.0,0.0,100.0,0.0,0.0,5.0,4.0,2.0,1.0,54.0,0.0,0.0,0.0,0.0,46.0,2,2,1,2,4.0,4.0,2.0,3.0,4.0,4.0,4.0,0.0,0.0,4.0,8.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,3,3,3,3,3,3,3,3,2,2,3,3,2,3,4,4,4,5,5,4,4,4,4,4,4,4,4,4,,4.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,,,4.0,100.0,0.0,0.0,60.0,0.0,0.0,40.0,0.0,184.0,0.0,0.0,184.0,3.0,2,0,1,0,0,3,2,0,0,0,0,2,2.0,1.0,3.0,3.0,2.0,4.0,1,3,1.0,1.0,1.0,-351.22,-39.806,-955.556,14.563,-36.585,349.593,-948.889,-8540.0,2250.0,1
2011,16.974,3,경기,성남시 분당구,C26529,2018,1,3,4.0,1.0,5.0,1,3,1,1.0,5,1,2.0,3,3.0,0.0,2,0.0,0.0,25.0,50.0,25.0,5.0,6.0,2.0,1.0,39.0,41.0,15.0,5.0,0.0,0.0,1,2,1,2,4.0,2.0,2.0,4.0,3.0,4.0,3.0,10.0,10.0,5.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,4.0,1,2,4,2,2,2,2,2,2,3,3,2,3,4,4,4,4,3,3,4,4,4,3,3,3,4,4,4,,4.0,0.0,4.0,1.0,1.0,0.0,2.0,0.0,,,4.0,100.0,16.0,0.0,74.0,0.0,10.0,0.0,8,177,0,0,185,4.0,2,1,0,0,0,3,0,0,0,0,0,0,2.0,2.0,4.0,3.0,2.0,4.0,1,1,4.0,2.0,3.0,0.875,99.132,-387.879,7.158,7.221,-28.009,15.152,inf,825.0,1
2012,3.023,4,경기,성남시 중원구,C26529,2001,4,2,4.0,1.0,6.0,2,2,3,4.0,6,3,1.0,2,3.0,10.0,2,29.166666666666668,20.833333333333336,41.66666666666667,8.333333333333332,0.0,6.0,7.0,3.0,2.0,50.0,0.0,40.0,0.0,0.0,10.0,2,2,2,2,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0.1,0.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,14.0,3,5,4,4,4,4,4,3,3,3,4,3,2,3,4,5,5,3,5,4,4,3,2,2,2,2,2,2,5.0,24.0,0.0,24.0,3.0,10.0,2.0,9.0,0.0,2.0,2.0,24.0,24.0,0.0,0.0,100.0,0.0,0.0,0.0,0,936,0,0,936,4.0,33,0,0,36,0,69,0,0,0,3,0,3,2.0,2.0,4.0,3.0,2.0,4.0,1,1,4.0,2.0,0.0,122.141,45.017,2.149,88.776,197.208,4.237,3.13,180.0,33550.0,2
2013,16.21,2,경기,성남시,C26529,2011,4,1,3.0,1.0,6.0,1,3,2,1.0,6,3,1.0,3,1.0,10.0,2,13.333333333333334,26.666666666666668,53.333333333333336,6.666666666666667,0.0,5.0,2.0,1.0,3.0,60.0,0.0,40.0,0.0,0.0,0.0,2,2,2,2,3.0,3.0,4.0,3.0,5.0,3.0,3.0,25.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,3,4,4,3,3,3,4,3,3,4,4,4,3,4,5,4,3,4,4,3,4,3,3,3,4,3,3,3,1.0,16.0,0.0,16.0,2.0,3.0,2.0,3.0,5.0,2.0,2.0,15.0,15.0,46.0,0.0,44.0,0.0,0.0,10.0,151,80,0,0,231,4.0,6,4,0,0,0,10,0,0,0,0,0,0,1.0,2.0,3.0,3.0,2.0,4.0,1,1,1.0,2.0,0.0,-238.719,-71.944,-49.13,46.092,-64.067,31.476,-46.957,-1080.0,1437.5,2
2014,16.974,2,전북,진안군,C26529,2004,4,1,4.0,2.0,1.0,1,4,5,,6,3,1.0,1,1.0,20.0,1,14.000000000000002,43.0,43.0,0.0,0.0,6.0,4.0,1.0,2.0,50.0,50.0,0.0,0.0,0.0,0.0,2,2,2,2,3.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,0.0,3.0,7.0,2.0,2.0,2.0,2.0,2.0,3.0,6.0,2.0,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,4,3,3,3,3,3,3,,7.0,0.0,7.0,1.0,3.0,0.0,3.0,0.0,,,7.0,100.0,0.0,0.0,40.0,0.0,60.0,0.0,41,36,0,0,77,4.0,3,0,0,0,0,3,0,0,0,0,0,0,2.0,2.0,4.0,4.0,4.0,3.0,2,1,4.0,2.0,1.0,57.1,63.654,21.595,117.463,184.535,39.851,21.716,26950.0,35457.143,2
2015,3.023,2,서울,구로구,C26529,1999,4,2,4.0,1.0,6.0,1,2,3,3.0,6,3,1.0,3,3.0,0.0,2,38.35616438356164,20.54794520547945,32.87671232876712,8.21917808219178,0.0,5.0,4.0,1.0,2.0,26.0,15.0,10.0,10.0,0.0,39.0,2,2,2,2,4.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,0.01,7.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,11.0,2,4,4,4,4,4,3,3,3,2,2,3,3,3,5,5,5,3,4,4,4,3,2,2,2,2,2,2,5.0,73.0,0.0,73.0,8.0,36.0,4.0,25.0,0.0,2.0,2.0,73.0,73.0,0.0,0.0,5.0,0.0,0.0,95.0,0.0,384.0,0.0,0.0,384.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,3.0,1.0,2.0,2.0,2.0,4.0,1,1,3.0,2.0,0.0,65.843,60.298,2.662,70.588,117.065,3.116,3.639,249.231,12197.26,1
2016,16.21,1,강원,춘천시,C26529,2019,3,1,3.0,1.0,1.0,2,3,1,3.0,1,3,1.0,3,3.0,10.0,2,0.0,0.0,58.333333333333336,25.0,16.666666666666664,5.0,4.0,2.0,1.0,0.0,71.0,0.0,0.0,1.3,27.7,1,1,2,2,4.0,4.0,4.0,4.0,4.0,3.0,4.0,10.0,0.5,3.0,6.0,1.0,1.0,2.0,1.0,2.0,3.0,6.0,14.0,3,4,3,2,3,3,4,4,3,2,3,3,2,2,3,3,4,4,4,3,2,3,3,3,3,5,2,2,1.0,7.0,0.0,7.0,6.0,0.0,0.0,6.0,0.0,2.0,2.0,12.0,12.0,0.0,0.0,0.0,100.0,0.0,0.0,45.0,127.0,0.0,0.0,172.0,4.0,10,0,0,0,0,10,0,0,0,0,0,0,2.0,2.0,3.0,2.0,2.0,3.0,1,1,4.0,2.0,0.0,319.192,23.855,5.336,140.0,586.869,31.313,-31.497,-3660.0,8300.0,1
2017,15.317,2,경기,성남시 분당구,C26529,2000,3,2,4.0,1.0,6.0,1,4,2,1.0,6,3,1.0,1,3.0,13.0,2,0.0,50.0,25.0,25.0,0.0,5.0,6.0,3.0,1.0,61.3,38.7,0.0,0.0,0.0,0.0,2,2,2,2,4.0,3.0,2.0,3.0,4.0,3.0,3.0,0.01,0.01,4.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,5.0,2.0,3,4,3,3,3,3,4,4,3,3,4,4,2,5,5,5,5,4,5,5,5,4,5,5,4,4,5,5,1.0,4.0,0.0,4.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,79.0,4.0,2,1,3,4,4,14,0,0,0,0,0,0,3.0,1.0,2.0,2.0,2.0,4.0,1,3,4.0,1.0,1.0,127.349,43.985,0.245,25.17,57.223,0.14,2.941,92.308,10200.0,2
2018,3.6,2,서울,금천구,C26529,2002,3,1,4.0,1.0,6.0,1,1,3,1.0,6,3,1.0,1,1.0,1.0,2,4.166666666666666,41.66666666666667,41.66666666666667,8.333333333333332,4.166666666666666,4.0,5.0,3.0,1.0,48.0,10.0,7.0,0.0,0.0,35.0,2,2,2,2,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,14.0,3,3,2,3,2,3,3,2,3,3,2,3,3,3,3,3,2,1,2,2,3,2,2,2,1,2,3,2,5.0,26.0,1.0,27.0,11.0,5.0,3.0,4.0,1.0,2.0,2.0,24.0,24.0,0.0,0.0,95.0,5.0,0.0,0.0,200.0,188.0,0.0,0.0,388.0,3.0,80,0,33,16,0,129,3,0,2,2,0,7,3.0,1.0,1.0,1.0,2.0,5.0,1,2,4.0,2.0,0.0,76.959,56.51,3.337,158.19,279.931,9.34,5.198,273.188,26862.963,1
2019,18.0,3,경기,성남시,C26529,2016,2,1,4.0,1.0,7.0,1,3,3,1.0,7,2,1.0,3,1.0,14.0,2,0.0,20.0,80.0,0.0,0.0,5.0,3.0,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1,2,2,2,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,14.0,3,3,3,2,2,3,4,4,3,3,4,3,3,3,3,3,2,3,3,2,2,3,2,2,1,2,3,3,3.0,11.0,1.0,12.0,3.0,4.0,1.0,2.0,0.0,2.0,2.0,10.0,10.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3850.0,0.0,0.0,3850.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,2.0,3.0,1,2,4.0,1.0,0.0,303.17,24.803,4.204,56.112,226.225,9.51,7.134,186.667,6541.667,1
2020,3.157,2,경기,양주시,C26529,2008,3,2,4.0,1.0,6.0,1,3,2,1.0,6,3,1.0,2,3.0,11.0,2,12.82051282051282,30.76923076923077,46.15384615384615,10.256410256410255,0.0,5.0,6.0,3.0,2.0,62.0,0.0,0.0,38.0,0.0,0.0,2,2,1,2,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,14.0,2,3,4,4,4,3,3,3,3,3,3,3,2,3,4,4,4,4,4,3,3,2,3,3,2,3,3,3,6.0,39.0,0.0,39.0,17.0,9.0,8.0,5.0,0.0,2.0,2.0,39.0,39.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,200.0,0.0,0.0,200.0,4.0,0,0,0,0,0,0,3,0,0,0,0,3,1.0,2.0,3.0,3.0,3.0,3.0,2,1,1.0,2.0,0.0,132.474,43.016,0.528,121.654,282.813,1.492,1.199,88.384,37425.641,2
2021,13.965,2,부산,기장군,C26529,2009,3,3,4.0,2.0,,1,3,5,,6,3,1.0,2,1.0,25.0,2,12.5,37.5,50.0,0.0,0.0,5.0,6.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,3.0,3.0,2.0,3.0,2.0,3.0,2.0,0.1,0.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,14.0,2,4,4,4,3,3,2,2,2,3,2,2,2,4,5,5,4,3,4,4,3,3,3,3,3,3,3,3,3.0,8.0,0.0,8.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,8.0,8.0,15.0,0.0,30.0,0.0,20.0,35.0,0,426,0,0,426,4.0,28,0,0,0,0,28,0,0,0,0,0,0,2.0,2.0,3.0,2.0,2.0,4.0,2,1,1.0,2.0,0.0,37.567,72.692,-10.388,129.827,178.599,-18.553,-11.767,-27300.0,29000.0,2
2022,2.19,3,서울,용산구,C26529,2016,2,2,3.0,2.0,,1,3,3,5.0,10,3,1.0,5,3.0,0.0,2,24.418604651162788,16.27906976744186,56.97674418604651,2.3255813953488373,0.0,5.0,6.0,2.0,3.0,0.0,68.0,0.0,28.0,0.0,4.0,2,1,2,2,3.0,3.0,2.0,3.0,3.0,3.0,3.0,45.0,0.0,6.0,7.0,2.0,2.0,1.0,2.0,2.0,3.0,6.0,14.0,4,4,4,4,2,4,4,3,3,3,2,3,4,4,4,4,4,5,4,4,4,3,3,4,4,4,3,4,7.0,104.0,0.0,104.0,17.0,4.0,7.0,36.0,22.0,2.0,2.0,86.0,86.0,0.0,0.0,10.0,0.0,90.0,0.0,3.0,98.0,0.0,0.0,101.0,4.0,1,0,0,0,0,1,1,0,0,0,0,1,3.0,2.0,5.0,5.0,2.0,4.0,2,1,4.0,2.0,0.0,245.521,28.942,6.086,56.344,194.677,11.848,13.866,229.227,33937.5,1
2023,3.023,4,경기,부천시,C26529,1994,4,1,4.0,1.0,6.0,1,3,3,3.0,6,3,1.0,3,1.0,22.0,2,8.571428571428571,34.285714285714285,51.42857142857142,5.714285714285714,0.0,5.0,6.0,1.0,2.0,14.0,0.0,13.0,21.0,0.0,52.0,2,2,2,2,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,0.0,5.0,7.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,14.0,3,5,4,4,4,5,5,4,4,4,5,5,4,2,3,5,4,3,3,5,3,2,3,2,3,3,2,3,5.0,35.0,0.0,35.0,8.0,3.0,5.0,15.0,4.0,2.0,2.0,35.0,35.0,0.0,0.0,100.0,0.0,0.0,0.0,104.0,184.0,0.0,0.0,288.0,4.0,2,0,0,0,0,2,0,0,0,0,0,0,2.0,2.0,3.0,3.0,2.0,3.0,2,1,4.0,2.0,0.0,63.55,61.143,-9.519,27.572,45.094,-4.292,-22.522,-484.309,26234.286,2
2024,4.849,2,서울,금천구,C26529,2009,4,2,4.0,1.0,6.0,1,1,3,1.0,6,3,1.0,3,1.0,5.0,2,33.33333333333333,37.03703703703704,29.629629629629626,0.0,0.0,5.0,6.0,3.0,1.0,24.0,0.0,0.0,39.0,1.0,36.0,1,2,2,2,4.0,4.0,3.0,4.0,3.0,4.0,3.0,0.5,0.0,4.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,14.0,3,4,4,4,3,3,3,3,3,4,4,3,3,3,4,5,5,4,4,4,4,3,3,3,2,2,3,3,4.0,27.0,0.0,27.0,4.0,16.0,3.0,4.0,0.0,2.0,2.0,27.0,27.0,0.0,0.0,0.0,30.0,70.0,0.0,0.0,101.0,0.0,200.0,301.0,3.0,3,0,1,11,0,15,0,0,0,0,0,0,2.0,2.0,3.0,3.0,3.0,3.0,1,2,4.0,2.0,0.0,559.315,15.167,-78.232,49.903,329.019,-257.4,-63.045,-691.296,20996.296,2
2025,19.085,2,서울,양천구,C26529,2000,4,2,4.0,1.0,6.0,1,2,3,3.0,6,3,1.0,3,1.0,11.0,1,50.0,22.22222222222222,27.77777777777778,0.0,0.0,6.0,5.0,1.0,3.0,88.0,12.0,0.0,0.0,0.0,0.0,2,2,1,2,4.0,3.0,2.0,3.0,3.0,2.0,2.0,0.01,0.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,6.0,5.0,14.0,3,4,3,3,3,2,3,3,3,3,4,4,3,3,5,5,5,3,5,4,4,2,2,2,2,2,2,3,2.0,18.0,0.0,18.0,3.0,11.0,2.0,2.0,0.0,2.0,2.0,18.0,18.0,0.0,0.0,10.0,10.0,80.0,0.0,0.0,226.0,0.0,0.0,226.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,3.0,3.0,2.0,4.0,2,3,4.0,1.0,4.0,7.396,93.114,5.988,69.121,74.233,4.445,3.922,inf,10483.333,2
2026,16.974,2,인천,미추홀구,C26529,2009,4,1,4.0,2.0,6.0,1,4,3,1.0,6,3,1.0,4,2.0,0.0,1,75.0,25.0,0.0,0.0,0.0,3.0,5.0,2.0,1.0,0.0,70.0,0.0,0.0,0.0,30.0,2,2,2,2,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,3,4,4,4,4,2,4,3,5,2,2,2,2,,4.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,,,4.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,"5,615",508,0,0,"6,123",4.0,51,22,0,0,0,73,0,0,0,0,0,0,3.0,2.0,3.0,2.0,2.0,5.0,1,1,4.0,,0.0,491.614,16.903,2.062,127.144,752.201,15.514,3.177,148.052,89700.0,2
2027,17.724,2,강원,원주시,C27111,2010,2,1,4.0,1.0,6.0,1,4,1,1.0,6,2,1.0,1,2.0,25.0,2,56.00000000000001,22.0,0.0,11.0,11.0,5.0,2.0,1.0,2.0,55.0,45.0,0.0,0.0,0.0,0.0,1,1,1,2,4.0,3.0,3.0,4.0,4.0,4.0,4.0,10.0,0.0,7.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,6.0,5.0,2,2,3,3,3,2,3,3,2,3,4,4,3,4,4,3,2,4,3,3,3,3,3,4,4,3,4,3,,9.0,0.0,9.0,2.0,5.0,0.0,2.0,0.0,,,9.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,957.0,72.0,0.0,0.0,1029.0,4.0,9,0,0,0,5,14,0,0,0,0,0,0,2.0,2.0,3.0,2.0,2.0,4.0,1,1,1.0,1.0,0.0,223.794,30.884,3.982,58.068,188.02,7.488,5.752,309.524,12555.556,1
