법인|개인,가중치,벤처확인 유형,회사주소_시(도),회사주소_구(군),한국표준산업분류(KSIC)코드_10차,창업년도,기업성장단계,제조 및 비제조,상장여부 및 향후계획,상장년도,상장거래소,대표이사_창업자여부,13_대표이사_연령_법인,14_대표이사_최종학력_법인,141_대표이사_전공_법인,141_대표이사_전공_기타_법인,15_대표이사_이전근무지_법인,창업자 성별,창업 당시 창업자 연령,창업 당시 창업자 최종학력,창업 당시 창업자 전공,창업 직전 근무지,창업방식,단독창업 여부,창업자 역할,창업 당시 목표시장,창업 당시 창업자 실무경험 년수(년),창업자 과거창업 경험 여부,학력별 인력구성_고졸이하,학력별 인력구성_전문대졸,학력별 인력구성_대졸,학력별 인력구성_석사,학력별 인력구성_박사,현재 구인하기 어려운 직무(1순위),현재 구인하기 어려운 직무(2순위),현재 구인하기 어려운 직급(1순위),현재 구인하기 어려운 직급(2순위),지분구조(퍼센트)_창업자,지분구조(퍼센트)_임직원,지분구조(퍼센트)_가족,지분구조(퍼센트)_벤처캐피털 및 기관투자자,지분구조(퍼센트)_엔젤 및 액셀러레이터,지분구조(퍼센트)_개인투자자,1_지분_합계_법인,21_재무상태표_2017년_자산총계_공통,21_재무상태표_2018년_자산총계_공통,22_재무상태표_2017년_부채총계_공통,22_재무상태표_2018년_부채총계_공통,23_재무상태표_2017년_자본총계_공통,23_재무상태표_2018년_자본총계_공통,31_2017년_매출액_공통,31_2018년_매출액_공통,32_2017년_영업이익_공통,32_2018년_영업이익_공통,33_2017년_금융비용_공통,33_2018년_금융비용_공통,34_2017년_당기순이익_공통,34_2018년_당기순이익_공통,매출구조(퍼센트)_(B2B)대기업 또는 대기업그룹사 소속사,매출구조(퍼센트)_(B2B)(대기업에 납품하는 1_2차 벤더),매출구조(퍼센트)_(B2B)(중소기업 및 벤처기업),매출구조(퍼센트)_(B2C)소비자 매출,매출구조(퍼센트)_(B2G)정부 포함 공공부문 매출,매출구조(퍼센트)_해외,4_매출_합계_공통,연구개발(RnD)자금(출연금)_경험여부,융자(정책자금)_경험여부,보증서지원_경험여부,기타지원_경험여부,6_신규자금조달규모_법인,6_신규자금조달_기업공개(IPO)_법인,6_신규자금조달_캐피탈_법인,6_신규자금조달_회사채_법인,6_신규자금조달_정부지원금_법인,6_신규자금조달_은행_법인,6_신규자금조달_기타_법인,6_신규자금조달_합계_법인,투자처별 투자액(백만원)_국내설비,투자처별 투자액(백만원)_국내연구개발(RnD),투자처별 투자액(백만원)_해외,투자처별 투자액(백만원)_기타,투자처별 투자액(백만원)_합계,8_스톡옵션상황_법인,주력기술과 4차 산업혁명 관련 여부,11_분야별주력제품관련성_0_공통,11_분야별주력제품관련성_1_공통,11_분야별주력제품관련성_2_공통,현재 등록보유 산업재산권(건)_특허권,현재 등록보유 산업재산권(건)_실용신안권,현재 등록보유 산업재산권(건)_디자인권,현재 등록보유 산업재산권(건)_상표권,현재 등록보유 산업재산권(건)_해외,현재 등록보유 산업재산권(건)_합계,현재 출원중 산업재산권(건)_특허권,현재 출원중 산업재산권(건)_실용신안권,현재 출원중 산업재산권(건)_디자인권,현재 출원중 산업재산권(건)_상표권,현재 출원중 산업재산권(건)_해외,현재 출원중 산업재산권(건)_합계,획득하고 있는 해외특허나 국제규격,제품 및 서비스 구조,세계 유일기술 보유여부,세계 최고수준 기업과 비교시 기술력 수준,국내 최고수준 기업과 비교시 기술력 수준,기술연구소나 연구개발 전담부서 보유여부,경쟁사 대비 현황_개발역량,경쟁사 대비 현황_제조역량,경쟁사 대비 현황_마케팅역량,경쟁전략초점_원가우위 수준,경쟁전략초점_제품 고부가가치화 수준,비즈니스 모델_명확한 정리정도,비즈니스 모델_혁신정도,4_장기적성장전망성_법인,1_자체브랜드보유여부_공통,영업 및 마케팅 방식,주력제품 국내 시장점유율(퍼센트),주력제품 해외 시장점유율(퍼센트),4_글로벌사업방식_법인,해외수출 및 진출과정 애로사항(1순위),해외수출 및 진출과정 애로사항(2순위),크라우드 펀딩 경험여부,엔젤투자자 혹은 액셀러레이터 투자 경험여부,벤처캐피털(투자조합포함) 투자 경험여부,인수합병의향,인수합병응할의향,인수합병 환경개선을 위한 필요사항(1순위),인수합병 환경개선을 위한 필요사항(2순위),기업간 거래시 애로사항(1순위),4_기업간거래시주요애로사항_2순위_법인,벤처확인제도 혜택_기술개발 촉진효과,벤처확인제도 혜택_기업 이미지 제고 등 광고효과,벤처확인제도 혜택_세제혜택 효과,벤처확인제도 혜택_우수인력 확보에 유리,벤처확인제도 혜택_입지 선정 시 유리,벤처확인제도 혜택_자금조달 및 투자 유인효과,벤처확인제도 혜택_정부지원제도 참여에 유리,벤처확인제도 혜택_창업 관련 규제 완화 효과,현재 벤처인프라 수준_인수합병(MnA) 활성화를 위한 제도개선,현재 벤처인프라 수준_벤처관련 규제완화,현재 벤처인프라 수준_창업 및 기업가적 능력개발을 위한 교육,현재 벤처인프라 수준_기업가정신을 고취하는 사회분위기,현재 벤처인프라 수준_벤처투자 활성화,31_실천하고있는사회적책임_0_법인,31_실천하고있는사회적책임_1_법인,32_향후사회적책임실천할계획여부_법인,경영상 애로사항_신기술 개발,경영상 애로사항_개발된 기술의 사업화,경영상 애로사항_국내 판로개척,경영상 애로사항_해외시장 개척,경영상 애로사항_필요인력의 확보 및 유지관리,경영상 애로사항_자금조달_운용 등 자금관리,경영상 애로사항_기술유출 및 디자인_상표 도용,경영상 애로사항_업계내의 과당경쟁 및 덤핑,경영상 애로사항_법률_회계_세무 관련 지식부족,경영상 애로사항_조직관리,경영상 애로사항_환율변동,경영상 애로사항_특허분쟁,경영상 애로사항_각종규제,경영상 애로사항_산-학-연 간 협력활동,경영상 애로사항_불공정한 시장질서,매출규모,정규직합계,비정규직합계,총종사자합계,인력구성(관리),인력구성(생산),인력구성(영업),인력구성(RnD),인력구성(기타),직종별 부족인원_관리,직종별 부족인원_생산,직종별 부족인원_영업,직종별 부족인원_연구개발(RnD),직종별 부족인원_기타,직종별 부족인원_합계,학력별 인력구성_합계,2019년 자산(백만원),2019년 부채(백만원),2019년 자본(백만원),2019년 매출액(백만원),2019년 영업이익(백만원),2019년 금융비용(백만원),2019년 당기순이익(백만원),인수합병(MnA) 경험여부,피인수합병 경험여부,인력구성(합계)
법인,3.6,2,경기,성남시,C26410,1998,4,2,4.0,,,1.0,,,,,6.0,1,2,3,3.0,6,3,1.0,3,1.0,10.0,2,2.0,10.0,5.0,1.0,1.0,5.0,3.0,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,3.0,4.0,3.0,3.0,3.0,,,,15.0,0.0,,4.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,14.0,,3,3,4,3,3,3,3,2,3,3,2,3,3,,,,3,3,3,2,3,3,2,2,3,2,2,2,1,2,3,5.0,18.0,2.0,20.0,7.0,3.0,2.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,20437,11584,8852,16902,1564,358,1134,2.0,2.0,19.0
법인,3.023,2,서울,구로구,C26410,2000,4,2,4.0,,,1.0,,,,,6.0,1,2,3,1.0,6,3,1.0,1,3.0,10.0,2,7.0,8.0,31.0,1.0,0.0,5.0,6.0,2.0,1.0,26.0,74.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,3.0,4.0,3.0,4.0,3.0,,,,1.0,0.01,,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,14.0,,2,3,4,4,3,3,3,3,3,4,4,4,3,,,,3,4,5,5,4,5,4,4,3,3,2,2,2,2,2,5.0,47.0,0.0,47.0,5.0,9.0,15.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,47.0,"19,049","6,449","12,600","10,766",47,226,385,2.0,2.0,47.0
법인,3.023,2,경기,성남시 분당구,C26410,1996,4,2,4.0,,,1.0,,,,,6.0,1,3,3,1.0,6,3,1.0,1,1.0,11.0,2,0.0,7.0,15.0,2.0,0.0,5.0,4.0,2.0,1.0,50.0,44.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,2.0,3.0,2.0,,,,1.0,0.0,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,14.0,,2,3,4,3,3,3,3,3,3,2,3,3,2,,,,3,4,5,5,5,5,4,3,3,2,2,2,3,3,3,5.0,24.0,0.0,24.0,3.0,0.0,3.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,"10,573","1,706","8,867","11,718",148,0,285,2.0,2.0,24.0
법인,16.21,1,경기,양주시,C26410,2020,2,2,4.0,,,1.0,,,,,6.0,1,2,5,,6,3,1.0,2,3.0,15.0,2,4.0,1.0,4.0,0.0,0.0,5.0,4.0,2.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,2.0,2.0,5.0,5.0,4.0,,,,9.25,0.0,,1.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,,2,4,1,1,1,5,4,2,1,2,4,2,2,,,,4,5,4,1,5,5,2,5,1,2,1,2,4,2,4,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,4.0,9.0,0,0,0,0,0,0,0,2.0,2.0,9.0
법인,13.965,4,광주,북구,C26410,2014,3,2,4.0,,,1.0,,,,,6.0,1,4,3,3.0,6,3,1.0,3,1.0,25.0,2,6.0,4.0,5.0,1.0,0.0,5.0,6.0,3.0,1.0,30.0,24.0,0.0,31.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,2.0,1.0,2.0,2.0,,,,0.01,0.0,,3.0,4.0,2.0,1.0,2.0,2.0,2.0,5.0,3.0,8.0,,2,5,2,2,2,2,2,2,1,1,2,3,1,,,,4,5,5,5,3,5,4,5,3,2,2,2,2,2,3,3.0,16.0,0.0,16.0,2.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,"6,344","5,214","1,130","2,241",-455,157,-563,2.0,2.0,16.0
법인,3.6,4,광주,북구,C26410,2013,2,2,4.0,,,1.0,,,,,6.0,2,2,3,2.0,6,3,1.0,3,1.0,3.0,2,5.0,4.0,6.0,0.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,3.0,3.0,3.0,2.0,,,,5.0,2.0,,5.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,14.0,,3,3,4,3,3,4,4,3,3,3,3,4,3,,,,3,3,4,3,3,3,3,4,3,3,2,2,2,3,3,5.0,9.0,1.0,10.0,1.0,9.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,15.0,6576,3959,2617,8919,400,21,405,2.0,2.0,15.0
법인,1.05,2,광주,북구,C26410,2003,3,1,1.0,,,1.0,,,,,7.0,1,3,3,1.0,7,3,1.0,3,1.0,10.0,2,206.0,92.0,85.0,18.0,12.0,6.0,4.0,3.0,1.0,30.0,0.0,20.0,0.0,0.0,50.0,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,3.0,4.0,3.0,4.0,,,,16.0,5.0,,4.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,14.0,,3,3,4,4,3,3,2,3,3,3,3,2,3,,,,3,3,3,4,3,2,3,3,3,2,3,2,4,3,3,8.0,422.0,3.0,425.0,55.0,236.0,48.0,62.0,12.0,0.0,2.0,0.0,2.0,0.0,4.0,413.0,182715,44740,137975,210242,58874,523,47026,2.0,2.0,413.0
법인,3.157,2,대전,유성구,C26410,1997,3,1,4.0,,,1.0,,,,,6.0,1,2,2,1.0,6,3,1.0,1,3.0,6.0,1,12.0,15.0,41.0,3.0,0.0,5.0,6.0,1.0,2.0,42.0,21.0,0.0,28.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,3.0,3.0,3.0,4.0,3.0,,,,1.0,0.0,,7.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,14.0,,3,4,4,4,4,4,3,3,3,4,4,3,3,,,,4,4,4,4,3,4,4,4,2,2,3,3,2,2,2,6.0,71.0,0.0,71.0,12.0,30.0,6.0,14.0,9.0,0.0,4.0,0.0,0.0,0.0,4.0,71.0,"14,695","4,296","10,399","12,952","1,023",76,"1,058",2.0,2.0,71.0
법인,2.009,4,서울,금천구,C26410,2000,3,2,1.0,,,1.0,,,,,3.0,1,1,3,1.0,3,3,1.0,1,3.0,0.0,2,26.0,72.0,141.0,42.0,2.0,5.0,4.0,3.0,2.0,10.0,2.0,0.0,33.0,0.0,55.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,5.0,5.0,4.0,5.0,4.0,,,,10.0,10.0,,7.0,5.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,14.0,,2,4,4,4,3,3,3,3,3,4,5,4,3,,,,3,4,4,4,3,4,3,3,3,3,5,3,3,3,3,7.0,273.0,10.0,283.0,35.0,3.0,31.0,69.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,"53,356","14,685","38,671","35,120","4,153",54,"5,622",2.0,2.0,283.0
법인,13.965,4,서울,송파구,C26410,2007,4,2,4.0,,,1.0,,,,,6.0,1,2,3,3.0,6,3,1.0,3,1.0,6.0,2,1.0,4.0,4.0,0.0,0.0,5.0,4.0,2.0,3.0,88.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,0.01,0.0,,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,14.0,,2,2,1,1,1,1,1,1,2,2,3,3,2,,,,4,5,5,5,5,5,4,3,3,3,3,3,3,3,4,3.0,9.0,0.0,9.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,"4,054","3,085",969,"2,884",-45,60,-106,2.0,2.0,9.0
법인,6.1,4,경기,수원시,C26410,2001,4,1,4.0,,,1.0,,,,,5.0,1,3,3,1.0,5,3,1.0,1,3.0,15.0,2,7.0,11.0,11.0,1.0,0.0,5.0,4.0,3.0,2.0,74.0,14.0,1.0,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,3.0,2.0,4.0,4.0,4.0,,,,10.0,20.0,,7.0,4.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,14.0,,4,5,4,3,3,4,5,3,3,3,3,3,4,,,,4,5,5,5,4,4,3,2,2,2,4,2,4,2,3,4.0,33.0,0.0,33.0,11.0,10.0,2.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,30.0,11734,4931,6804,7261,-14,119,138,2.0,2.0,30.0
법인,1.05,2,서울,영등포구,C26410,1998,4,1,1.0,,,2.0,,,,,,1,4,3,1.0,5,1,1.0,1,1.0,20.0,2,32.0,37.0,111.0,10.0,0.0,5.0,4.0,3.0,2.0,0.0,24.0,14.0,0.0,0.0,62.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,4.0,3.0,5.0,3.0,,,,35.0,0.0,,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,7.0,,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,5,2,1,5,5,1,4,4,2,3,3,3,3,3,3,8.0,175.0,2.0,177.0,77.0,11.0,32.0,67.0,3.0,0.0,0.0,4.0,13.0,0.0,17.0,190.0,109200,27659,81541,104553,10499,0,10660,2.0,2.0,190.0
법인,2.19,4,경기,성남시,C26410,2000,4,2,1.0,,,1.0,,,,,7.0,1,2,3,2.0,7,3,1.0,3,1.0,4.0,2,46.0,36.0,32.0,13.0,5.0,6.0,4.0,3.0,2.0,60.0,5.0,0.0,0.0,0.0,35.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,3.0,3.0,4.0,4.0,,,,28.0,0.0,,7.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,14.0,,3,3,4,3,3,4,4,3,3,3,3,3,3,,,,3,3,2,1,2,3,3,2,1,2,1,2,1,3,2,7.0,117.0,1.0,118.0,13.0,32.0,21.0,62.0,4.0,0.0,2.0,1.0,3.0,0.0,6.0,132.0,48812,24198,24614,32549,2169,973,1885,2.0,2.0,132.0
법인,3.07,4,경기,광명시,C26410,2002,3,2,3.0,,,1.0,,,,,6.0,1,2,3,1.0,6,3,1.0,3,1.0,7.0,2,6.0,14.0,18.0,4.0,6.0,5.0,6.0,3.0,2.0,57.8,10.0,0.0,0.0,0.0,32.2,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,3.0,4.0,4.0,4.0,3.0,,,,12.0,0.0,,3.0,7.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,14.0,,4,3,2,3,3,4,4,3,3,3,4,4,4,,,,3,3,3,2,4,3,2,2,1,2,1,2,3,3,2,6.0,44.0,0.0,44.0,7.0,11.0,4.0,25.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,48.0,9737,3958,5780,14203,1005,96,917,2.0,2.0,48.0
법인,3.157,2,인천,부평구,C26410,2001,4,1,4.0,,,1.0,,,,,5.0,1,2,2,1.0,5,3,1.0,1,3.0,5.0,1,16.0,8.0,21.0,3.0,0.0,6.0,5.0,2.0,3.0,60.0,20.0,0.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,3.0,4.0,3.0,,,,1.0,0.01,,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,14.0,,3,4,4,3,3,4,3,3,3,3,3,4,3,,,,4,5,5,5,4,5,4,4,3,3,3,3,3,3,3,6.0,48.0,0.0,48.0,2.0,0.0,3.0,13.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,"28,077","18,572","9,505","12,524",326,152,200,2.0,2.0,48.0
법인,3.07,3,경기,군포시,C26410,1999,4,1,3.0,,,2.0,,,,,,1,2,3,1.0,5,3,1.0,1,1.0,5.0,2,7.0,12.0,15.0,3.0,1.0,5.0,6.0,3.0,2.0,51.0,13.0,4.0,12.1,0.0,19.9,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,3.0,3.0,4.0,3.0,3.0,,,,13.0,0.0,,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,14.0,,3,3,4,3,2,4,3,3,4,4,3,3,4,,,,3,3,2,1,2,3,2,1,2,3,2,1,2,3,2,6.0,34.0,1.0,35.0,16.0,10.0,3.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,38.0,12915,7763,5152,18557,977,381,646,2.0,2.0,38.0
법인,4.849,4,경기,수원시 영통구,C26410,2001,4,1,4.0,,,1.0,,,,,5.0,1,2,2,3.0,5,3,1.0,1,3.0,6.0,2,3.0,4.0,7.0,3.0,0.0,5.0,6.0,3.0,2.0,49.0,0.0,0.0,30.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,2.0,,,,0.1,0.01,,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,14.0,,2,4,3,3,3,2,3,3,2,2,4,4,3,,,,3,5,5,5,3,5,4,4,3,3,3,3,3,3,3,4.0,17.0,0.0,17.0,2.0,6.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,"11,735","4,931","6,804","7,261",-14,119,138,2.0,2.0,17.0
법인,3.55,2,경기,안산시,C26410,1995,3,1,4.0,,,2.0,,,,,,1,4,3,1.0,7,3,1.0,3,1.0,21.0,2,24.0,8.0,13.0,2.0,0.0,4.0,6.0,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,3.0,4.0,3.0,4.0,4.0,,,,5.0,0.0,,4.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,14.0,,3,3,4,3,3,3,4,3,3,3,3,4,3,,,,3,3,3,2,3,3,2,2,1,2,1,2,2,3,2,6.0,38.0,2.0,40.0,11.0,23.0,4.0,7.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,47.0,1561,721,840,8673,340,11,629,2.0,2.0,47.0
법인,3.023,3,광주,북구,C26410,1999,4,1,1.0,,,2.0,,,,,,1,3,2,3.0,5,3,1.0,3,3.0,15.0,2,25.0,38.0,68.0,18.0,3.0,5.0,3.0,1.0,2.0,41.0,2.0,20.0,20.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,4.0,4.0,3.0,4.0,3.0,,,,2.0,0.01,,2.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,5.0,14.0,,4,5,5,4,4,4,3,4,3,4,5,5,3,,,,4,5,4,5,5,5,4,4,3,2,4,2,3,3,3,5.0,112.0,40.0,152.0,11.0,96.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,"29,103","17,999","11,104","11,668","-2,948",239,"-3,162",2.0,2.0,152.0
법인,2.19,4,서울,구로구,C26410,1998,4,3,4.0,,,1.0,,,,,6.0,1,2,3,1.0,6,3,1.0,1,1.0,7.0,2,0.0,6.0,9.0,2.0,1.0,3.0,5.0,3.0,2.0,60.0,30.0,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,3.0,3.0,3.0,2.0,,,,2.0,1.0,,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,14.0,,3,3,2,3,3,2,3,4,3,3,2,3,2,,,,3,4,3,2,3,4,3,2,1,2,3,2,2,3,2,7.0,19.0,0.0,19.0,3.0,0.0,3.0,10.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,18.0,11779,5026,6753,22238,757,154,440,2.0,2.0,18.0
법인,3.07,2,경기,성남시,C26410,1996,4,2,4.0,,,1.0,,,,,5.0,1,2,3,1.0,5,3,1.0,3,1.0,5.0,1,0.0,8.0,15.0,1.0,0.0,6.0,5.0,1.0,2.0,80.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,3.0,4.0,3.0,3.0,3.0,,,,3.0,0.0,,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,14.0,,3,3,3,2,3,3,4,3,3,3,3,2,3,,,,3,3,3,2,2,3,2,1,2,2,1,2,2,1,2,6.0,27.0,1.0,28.0,13.0,5.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,24.0,10573,1706,8867,11718,148,0,285,2.0,2.0,24.0
법인,4.849,4,경기,군포시,C26410,2000,3,2,4.0,,,1.0,,,,,6.0,1,2,3,1.0,6,3,1.0,1,1.0,8.0,2,5.0,7.0,25.0,5.0,0.0,6.0,5.0,1.0,2.0,80.0,10.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,2.0,2.0,2.0,,,,0.1,0.0,,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,14.0,,3,3,4,4,3,3,3,3,3,3,4,4,3,,,,3,4,5,5,3,5,5,3,3,3,3,3,3,3,4,4.0,42.0,0.0,42.0,4.0,5.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,"7,424","1,961","5,463","5,157",57,26,74,2.0,2.0,42.0
법인,13.965,2,인천,서구,C26410,2014,3,2,4.0,,,1.0,,,,,6.0,1,3,4,4.0,6,3,1.0,2,3.0,15.0,1,5.0,4.0,4.0,0.0,0.0,5.0,6.0,1.0,2.0,30.0,30.0,40.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,,,1.0,0.0,,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,14.0,,2,4,3,3,3,2,4,3,3,2,3,2,3,,,,4,5,5,5,5,5,4,4,3,3,3,3,3,3,4,3.0,13.0,0.0,13.0,2.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,"2,050",428,"1,622","3,069",416,0,434,2.0,2.0,13.0
법인,3.6,2,광주,북구,C26410,1999,4,2,3.0,,,2.0,,,,,,1,4,3,3.0,7,3,1.0,3,1.0,21.0,2,16.0,8.0,12.0,2.0,1.0,5.0,6.0,3.0,1.0,0.0,0.0,0.0,98.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,3.0,3.0,3.0,2.0,,,,3.0,0.0,,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,14.0,,3,3,3,4,3,4,4,4,3,3,4,4,3,,,,3,3,3,2,3,4,2,3,2,3,3,2,3,2,2,5.0,38.0,1.0,39.0,13.0,10.0,9.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,39.0,15008,9624,5384,11297,-4061,269,-4983,2.0,2.0,39.0
