회사주소_시(도),한국표준산업분류(KSIC)코드_10차,상장여부,인수합병(MnA) 경험여부,가중치,벤처확인 유형,기업성장단계,제조 및 비제조,대표이사_창업자여부,창업 당시 창업자 연령,창업 당시 창업자 최종학력,창업 직전 근무지,창업방식,단독창업 여부,창업 당시 목표시장,창업자 과거창업 경험 여부,융자(정책)_경험여부,장기적성장전망성,자체브랜드보유여부,영업및마케팅방식,전공과 업종 일치 여부,연구개발관련전담부서보유여부,엔젤투자자 혹은 액셀러레이터 투자 경험여부,해외수출 및 진출과정 애로사항,제품및서비스구조,기술력수준비교(세계),기술력수준비교(국내),주력제품 국내 시장점유율(퍼센트),주력제품 해외 시장점유율(퍼센트),정규직비율,학력별 인력구성비(고졸이하),학력별 인력구성비(전문대졸),학력별 인력구성비(대졸),학력별 인력구성비(석사),학력별 인력구성비(박사),부서별_인력구성(관리),부서별_인력구성(생산),부서별_인력구성(영업),부서별_인력구성(RnD),매출구조비율(대기업),매출구조비율(12차벤더),매출구조비율(중소기업),매출구조비율(B2C),매출구조비율(B2G),매출구조비율(글로벌),투자액비(국내설비),투자액비(RnD),투자액비(해외),투자액비(기타),부채비율,자기자본비율,순이익률,총자산회전율,자기자본회전율,ROE,영업이익률,이자보상배율,종사자생산성,창업 당시 창업자 실무경험 년수(년),벤처확인제도 혜택(평균),벤처인프라 수준(평균),등록보유(합계),출원중(합계),경영상 애로사항(개수),벤처캐피털(투자조합포함) 투자 경험여부
대구,C30310,2,2.0,3.605,2,3,1,1.0,4,4,6,3,1.0,1.0,2,2.0,3.0,2,1,1.0,1.0,2,4.0,2.0,3.0,3.0,10.0,1.0,1.0,28.88888888888889,26.666666666666668,44.44444444444444,0.0,0.0,53.333,33.333,6.667,6.667,0.0,12.0,63.0,0.0,24.0,0.0,63.366,36.634,0.0,0.0,128.578,43.749,2.175,89.722,205.084,4.46,2.817,123.837,117613.333,5.0,3.833,2.5,0,2,5,0
부산,C30310,2,2.0,2.56,2,4,1,1.0,2,3,6,3,1.0,3.0,2,2.0,3.0,2,1,1.0,1.0,2,3.0,3.0,2.0,2.0,10.0,0.0,1.0,48.0,20.0,30.0,2.0,0.0,25.532,63.83,2.128,8.511,100.0,0.0,0.0,0.0,0.0,0.0,48.3,51.7,0.0,0.0,1010.36,9.006,-0.732,201.786,2240.556,-16.403,-3.161,-257.307,46262.609,10.0,3.667,3.0,26,0,3,0
울산,C30320,2,2.0,45.87,2,2,2,1.0,4,3,6,3,1.0,1.0,2,2.0,4.0,2,1,2.0,1.0,2,4.0,3.0,4.0,3.0,0.3,0.0,1.0,53.84615384615385,30.76923076923077,15.384615384615383,0.0,0.0,23.077,69.231,7.692,0.0,48.0,0.0,0.0,0.0,0.0,52.0,64.72,35.28,0.0,0.0,329.987,23.249,4.63,133.323,573.448,26.552,5.828,550.0,54262.5,12.0,3.333,2.75,11,0,6,0
경북,C30320,2,2.0,3.605,2,4,2,2.0,3,3,6,1,1.0,1.0,2,2.0,3.0,2,1,1.0,1.0,2,3.0,3.0,3.0,3.0,50.0,1.0,1.0,64.8,14.4,19.2,1.6,0.0,24.0,60.0,8.8,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,391.265,20.356,2.471,78.075,383.555,9.477,2.902,105.075,61648.0,18.0,4.333,3.0,0,0,1,0
대구,C30320,2,2.0,3.605,2,4,2,1.0,3,3,6,3,1.0,3.0,2,2.0,5.0,2,1,1.0,1.0,2,3.0,3.0,2.0,2.0,30.0,0.1,1.0,65.83333333333333,12.5,20.0,1.6666666666666667,0.0,20.833,68.333,6.667,4.167,0.0,98.0,0.0,0.0,0.0,2.0,12.529,12.676,0.0,74.794,212.854,31.964,-1.933,87.619,274.118,-5.3,-0.504,-24.41,44482.5,10.0,4.5,3.75,14,0,3,0
강원,C30320,2,2.0,10.481,2,4,1,1.0,1,3,5,3,1.0,3.0,2,2.0,4.0,2,1,1.0,1.0,2,3.0,3.0,2.0,2.0,10.0,0.0,1.0,30.0,24.0,38.0,8.0,0.0,16.0,40.0,20.0,24.0,100.0,0.0,0.0,0.0,0.0,0.0,5.255,52.706,0.0,42.039,125.373,44.371,1.161,140.726,317.157,3.684,1.352,71.805,52350.0,5.0,3.333,3.25,71,0,5,0
대구,C30320,2,2.0,13.364,2,4,2,1.0,3,3,6,3,1.0,1.0,2,2.0,4.0,2,1,1.0,2.0,2,2.0,1.0,2.0,2.0,10.0,0.0,1.0,52.94117647058824,29.411764705882355,17.647058823529413,0.0,0.0,11.765,73.529,8.824,5.882,0.0,100.0,0.0,0.0,0.0,0.0,21.053,78.947,0.0,0.0,2489.268,3.862,0.349,167.408,4334.634,15.122,2.217,121.605,26135.294,17.0,3.667,3.0,1,1,0,0
광주,C30320,2,2.0,3.605,2,4,2,2.0,5,5,6,3,1.0,3.0,2,2.0,4.0,2,1,2.0,4.0,2,4.0,2.0,4.0,3.0,15.0,0.1,1.0,35.294117647058826,29.411764705882355,31.37254901960784,0.0,3.92156862745098,41.176,39.216,5.882,13.725,60.0,40.0,0.0,0.0,0.0,0.0,7.358,92.642,0.0,0.0,260.386,27.748,0.379,114.042,410.993,1.557,3.352,136.294,124764.706,18.0,3.833,3.75,2,0,4,0
울산,C30320,2,3.0,7.0,2,4,1,1.0,3,3,6,3,1.0,1.0,1,2.0,4.0,2,1,2.0,1.0,2,3.0,2.0,2.0,2.0,100.0,0.0,0.891,46.0,43.0,11.0,0.0,0.0,8.696,84.783,0.0,4.348,70.0,0.0,29.0,0.0,0.0,1.0,22.422,77.578,0.0,0.0,221.285,31.131,0.722,435.841,1400.0,10.107,1.057,368.333,22734.783,22.0,3.333,3.0,15,0,3,0
전남,C30320,2,3.0,10.5,2,3,1,1.0,3,5,6,3,1.0,1.0,2,2.0,4.0,2,1,2.0,2.0,2,4.0,2.0,4.0,4.0,70.0,0.0,1.0,80.0,0.0,20.0,0.0,0.0,10.0,6.667,6.667,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,386.786,20.543,6.392,68.774,334.783,21.398,7.232,229.032,13090.0,20.0,4.5,3.75,0,0,4,0
광주,C30320,2,2.0,10.481,2,4,2,2.0,3,3,6,3,2.0,3.0,2,2.0,4.0,2,1,1.0,1.0,2,4.0,2.0,3.0,2.0,20.0,0.01,1.0,50.0,21.875,23.4375,4.6875,0.0,15.625,67.188,3.125,14.062,55.0,0.0,0.0,0.0,0.0,45.0,4.454,86.637,0.0,8.909,363.191,21.589,0.688,55.345,256.352,1.763,5.661,106.801,70220.312,5.0,4.167,3.25,7,0,7,0
광주,C30320,2,2.0,6.292,2,4,1,1.0,3,3,6,3,1.0,3.0,2,1.0,4.0,2,1,1.0,1.0,2,2.0,2.0,2.0,2.0,30.0,0.0,0.984,59.0,17.0,24.0,0.0,0.0,12.5,73.438,6.25,7.812,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,451.068,18.147,1.202,81.24,447.687,5.383,3.849,150.948,25860.938,15.0,4.167,3.25,0,0,7,0
광주,C30320,2,2.0,10.466,2,4,2,1.0,2,4,6,3,1.0,1.0,2,2.0,4.0,2,1,1.0,2.0,2,7.0,3.0,2.0,2.0,0.01,0.0,1.0,76.0,12.0,12.0,0.0,0.0,7.143,83.333,0.0,9.524,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,268.957,27.103,1.583,162.231,598.562,9.473,4.405,218.75,62435.714,0.0,3.333,3.0,1,0,3,0
경기,C30320,2,2.0,2.828,2,4,2,1.0,4,5,6,3,1.0,1.0,2,1.0,4.0,2,1,2.0,1.0,2,3.0,2.0,2.0,2.0,30.0,0.1,1.0,44.0,30.0,25.0,1.0,0.0,31.507,44.521,8.904,4.795,0.0,55.0,0.0,0.0,0.0,45.0,16.756,83.244,0.0,0.0,298.512,25.093,0.258,100.942,402.266,1.036,7.085,413.412,59146.918,21.0,4.0,3.0,27,0,6,0
경북,C30320,2,2.0,27.28,1,2,1,1.0,5,3,6,3,1.0,1.0,2,2.0,4.0,2,1,2.0,1.0,2,1.0,1.0,3.0,2.0,0.01,0.0,0.955,53.0,12.0,35.0,0.0,0.0,18.182,50.0,13.636,9.091,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,152.204,39.65,7.896,101.711,256.52,20.255,10.655,501.277,50254.545,18.0,3.833,3.0,0,0,2,0
경남,C30320,2,2.0,2.828,4,3,2,1.0,2,3,6,3,1.0,3.0,2,1.0,4.0,2,1,1.0,1.0,2,3.0,2.0,4.0,3.0,10.0,0.2,1.0,53.0,16.0,31.0,0.0,0.0,21.818,49.697,7.273,21.212,70.0,0.0,0.0,0.0,0.0,30.0,7.229,92.771,0.0,0.0,55.129,64.463,6.748,180.398,279.849,18.883,6.739,147600.0,72375.758,13.0,4.0,3.25,14,0,4,1
광주,C30320,2,2.0,6.284,2,4,2,2.0,5,5,6,3,1.0,3.0,2,1.0,4.0,2,1,2.0,2.0,2,5.0,2.0,3.0,3.0,20.0,0.5,1.0,28.0,30.0,40.0,2.0,0.0,34.483,44.828,6.897,13.793,0.0,30.0,60.0,0.0,0.0,10.0,84.785,15.215,0.0,0.0,275.363,26.641,0.365,113.811,427.204,1.56,2.592,113.534,110468.966,18.0,3.333,2.75,33,2,13,1
충북,C30320,2,2.0,5.476,2,4,2,1.0,2,2,5,3,1.0,1.0,2,1.0,4.0,2,1,1.0,3.0,2,2.0,3.0,4.0,3.0,25.0,0.1,1.0,40.0,20.0,38.0,2.0,0.0,19.355,68.817,4.301,7.527,0.0,0.0,67.0,0.0,0.0,33.0,65.988,34.012,0.0,0.0,395.289,20.19,0.624,154.277,764.119,4.766,1.713,165.398,29997.849,18.0,2.667,3.0,5,0,5,0
광주,C30320,2,2.0,5.476,2,4,2,1.0,1,3,5,3,1.0,1.0,2,2.0,4.0,2,1,1.0,1.0,2,2.0,2.0,3.0,3.0,25.0,0.0,1.0,52.0,24.0,24.0,0.0,0.0,11.494,81.609,1.149,5.747,0.0,100.0,0.0,0.0,0.0,0.0,0.0,66.667,0.0,33.333,363.762,21.563,2.107,70.308,326.062,6.87,6.409,154.766,44136.082,9.0,4.167,2.75,3,0,5,0
경북,C30320,2,2.0,27.28,2,3,2,1.0,3,3,6,3,1.0,1.0,2,2.0,3.0,2,1,1.0,1.0,2,4.0,1.0,4.0,3.0,0.01,0.0,1.0,59.0,17.0,17.0,7.0,0.0,6.897,68.966,0.0,24.138,0.0,0.0,100.0,0.0,0.0,0.0,0.0,20.0,0.0,80.0,1545.092,6.079,0.397,150.364,2473.62,9.816,0.062,5.882,27806.897,10.0,3.5,3.0,0,0,2,0
경기,C30320,2,2.0,2.56,2,4,2,1.0,4,5,6,3,1.0,1.0,2,2.0,4.0,2,1,2.0,1.0,2,3.0,2.0,2.0,2.0,30.0,0.1,1.0,67.0,15.0,17.0,1.0,0.0,10.274,79.452,3.425,6.849,0.0,80.0,0.0,0.0,0.0,20.0,84.216,15.784,0.0,0.0,287.308,25.819,5.647,120.354,466.141,26.323,7.273,596.086,66498.175,21.0,3.833,3.25,22,3,9,0
광주,C30320,2,2.0,6.284,2,4,2,1.0,1,3,5,3,1.0,1.0,2,1.0,4.0,2,1,1.0,4.0,2,3.0,2.0,3.0,2.0,20.0,0.0,1.0,50.0,25.0,25.0,0.0,0.0,16.092,68.966,5.747,9.195,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,297.872,25.134,1.502,66.585,264.924,3.979,5.297,129.072,49519.54,3.0,4.333,3.25,7,0,6,0
광주,C30320,2,2.0,6.292,2,4,2,1.0,3,3,6,3,1.0,3.0,2,1.0,3.0,2,1,1.0,1.0,2,5.0,2.0,3.0,3.0,20.0,0.5,0.983,51.0,12.0,37.0,0.0,0.0,22.034,55.932,8.475,13.559,0.0,31.0,62.0,0.0,0.0,7.0,92.0,8.0,0.0,0.0,319.264,23.851,1.07,112.886,473.291,5.065,3.765,144.846,108183.051,18.0,3.667,3.75,3,4,9,0
경기,C30320,1,2.0,2.56,2,3,1,1.0,2,5,6,3,1.0,3.0,1,2.0,4.0,2,1,2.0,3.0,2,3.0,3.0,3.0,2.0,3.0,0.0,1.0,60.0,18.0,22.0,0.0,0.0,15.625,75.0,3.125,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,159.156,38.587,-31.391,70.598,182.958,-57.433,-13.113,-585.484,24222.5,10.0,4.5,3.25,1,0,8,0
광주,C30320,2,2.0,5.476,2,4,1,1.0,3,3,6,3,1.0,3.0,2,2.0,4.0,2,1,1.0,1.0,2,3.0,2.0,2.0,2.0,30.0,0.0,1.0,62.0,16.0,22.0,0.0,0.0,13.559,69.492,8.475,8.475,0.0,100.0,0.0,0.0,0.0,0.0,53.147,46.853,0.0,0.0,416.323,19.368,0.996,103.913,536.526,5.342,2.698,105.206,28538.095,15.0,3.833,3.5,0,0,4,0
충북,C30320,2,2.0,6.284,2,4,2,1.0,2,2,5,3,1.0,1.0,2,2.0,4.0,2,1,1.0,1.0,2,3.0,3.0,4.0,3.0,10.0,0.01,1.0,40.0,20.0,38.0,2.0,0.0,26.829,60.976,4.878,7.317,0.0,0.0,65.0,0.0,0.0,35.0,72.692,27.308,0.0,0.0,392.071,20.322,2.708,111.327,547.808,14.832,0.289,34.872,28646.341,18.0,3.333,3.25,5,0,7,0
경기,C30320,2,2.0,3.133,2,4,2,1.0,4,5,6,3,1.0,1.0,2,2.0,4.0,2,1,2.0,1.0,2,4.0,2.0,2.0,2.0,30.0,10.0,1.0,34.0,15.0,44.0,5.0,2.0,52.239,40.299,1.866,5.597,0.0,80.0,0.0,0.0,0.0,20.0,0.0,100.0,0.0,0.0,397.181,20.113,2.063,160.189,796.431,16.434,1.993,187.689,67360.821,21.0,3.667,3.0,23,4,7,0
경기,C30320,2,2.0,10.5,2,3,2,1.0,4,5,6,3,1.0,3.0,2,1.0,4.0,2,1,2.0,3.0,2,3.0,2.0,3.0,2.0,10.0,0.0,1.0,67.0,10.0,23.0,0.0,0.0,18.75,70.833,6.25,4.167,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,137.025,42.19,3.157,108.468,257.097,8.117,4.782,368.263,29227.273,20.0,3.333,2.5,2,0,7,0
경기,C30320,1,2.0,2.828,2,3,1,1.0,2,5,6,3,1.0,3.0,1,2.0,4.0,2,1,2.0,1.0,2,3.0,3.0,3.0,3.0,3.0,0.0,1.0,55.0,22.0,20.0,3.0,0.0,21.212,64.848,4.242,6.061,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,225.313,30.74,-40.005,46.635,151.709,-60.691,-19.696,-559.309,15437.576,11.0,3.5,3.25,1,0,4,0
충북,C30320,2,2.0,2.828,3,4,2,1.0,3,3,5,3,1.0,1.0,2,2.0,4.0,2,1,2.0,1.0,2,4.0,2.0,3.0,2.0,1.0,0.01,1.0,60.0,15.0,19.0,6.0,0.0,12.456,73.31,5.338,7.117,60.0,37.0,0.0,0.0,0.0,3.0,89.84,10.16,0.0,0.0,147.897,40.339,1.16,181.456,449.824,5.217,2.21,206.9,38143.772,25.0,3.5,3.5,16,0,7,1
광주,C30320,2,2.0,10.5,2,4,2,1.0,2,4,6,3,1.0,1.0,2,2.0,3.0,2,1,1.0,2.0,2,1.0,3.0,2.0,2.0,0.01,0.0,1.0,76.0,12.0,12.0,0.0,0.0,23.81,71.429,4.762,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,292.915,25.451,1.263,164.583,646.672,8.169,3.408,182.463,62553.659,0.0,3.0,3.0,0,0,2,0
경기,C30320,2,2.0,12.305,2,3,2,1.0,4,5,6,3,1.0,3.0,2,2.0,4.0,2,1,2.0,1.0,2,4.0,2.0,3.0,2.0,10.0,0.0,1.0,63.0,14.0,23.0,0.0,0.0,20.833,60.417,6.25,8.333,0.0,80.0,20.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,163.795,37.908,7.543,109.131,287.881,21.715,9.123,527.074,27564.583,20.0,3.833,3.25,2,0,5,0
광주,C30320,2,2.0,5.476,2,4,2,1.0,3,3,6,3,1.0,3.0,2,2.0,4.0,2,1,1.0,1.0,2,3.0,2.0,3.0,3.0,20.0,0.5,1.0,51.0,12.0,37.0,0.0,0.0,22.414,55.172,8.621,13.793,0.0,30.0,60.0,0.0,0.0,10.0,37.2,62.8,0.0,0.0,312.473,24.244,0.954,114.147,470.824,4.494,3.488,145.567,110375.862,18.0,3.333,2.75,31,4,3,0
경기,C30320,2,2.0,10.17,2,4,1,1.0,3,5,6,3,1.0,1.0,2,2.0,4.0,2,1,2.0,2.0,2,7.0,2.0,4.0,3.0,15.0,0.0,1.0,17.62114537444934,29.51541850220265,49.33920704845815,3.524229074889868,0.0,9.692,59.471,5.286,12.335,0.0,100.0,0.0,0.0,0.0,0.0,82.418,17.582,0.0,0.0,143.865,41.006,9.0,76.035,185.422,16.689,7.695,447.937,22103.687,20.0,3.5,3.5,0,0,8,0
울산,C30320,2,2.0,10.5,1,4,1,1.0,4,5,6,3,1.0,1.0,2,1.0,3.0,2,1,2.0,1.0,2,2.0,2.0,4.0,3.0,25.0,0.0,1.0,84.0,4.0,12.0,0.0,0.0,10.204,85.714,2.041,2.041,0.0,100.0,0.0,0.0,0.0,0.0,21.226,8.019,0.0,70.755,215.283,31.718,1.551,163.683,516.065,8.002,3.171,201.481,19060.0,5.0,3.667,3.25,4,0,7,0
울산,C30320,2,2.0,64.763,2,3,1,1.0,2,3,6,3,1.0,3.0,2,2.0,4.0,2,1,2.0,1.0,2,2.0,2.0,3.0,2.0,0.0,10.0,1.0,25.0,30.0,45.0,0.0,0.0,11.111,44.444,11.111,33.333,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,385.815,20.584,0.867,88.574,430.304,3.729,4.136,148.425,202577.778,13.0,3.833,2.75,1,1,4,0
경기,C30320,2,2.0,27.28,3,2,3,1.0,2,2,10,3,1.0,1.0,2,1.0,4.0,2,1,1.0,1.0,2,3.0,2.0,4.0,3.0,1.0,0.0,0.792,0.0,0.0,100.0,0.0,0.0,25.0,41.667,8.333,20.833,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,126.756,44.1,38.933,41.117,93.235,36.3,16.427,1715.353,104858.333,0.0,4.167,3.0,9,0,3,0
대구,C30320,2,2.0,2.56,2,3,1,1.0,3,3,6,3,1.0,3.0,2,2.0,3.0,2,1,1.0,1.0,2,2.0,3.0,4.0,3.0,3.0,0.0,1.0,27.0,23.0,50.0,0.0,0.0,17.619,30.476,3.333,0.952,0.0,0.0,100.0,0.0,0.0,0.0,90.953,6.032,0.0,3.016,281.847,26.189,1.633,178.322,680.915,11.12,2.285,257.418,29988.205,22.0,4.167,3.5,0,0,4,0
충북,C30320,2,2.0,2.56,3,4,2,1.0,3,3,5,3,1.0,3.0,2,1.0,4.0,2,1,2.0,4.0,2,2.0,2.0,2.0,2.0,1.0,0.01,1.0,66.0,13.0,17.0,4.0,0.0,21.708,69.395,1.068,7.829,65.0,30.0,0.0,0.0,0.0,5.0,56.952,43.048,0.0,0.0,159.977,38.465,1.762,191.248,497.202,8.761,3.076,257.493,42415.414,25.0,3.667,3.0,32,0,2,0
충북,C30320,2,2.0,3.133,2,4,1,1.0,3,3,5,3,1.0,3.0,2,2.0,5.0,2,1,1.0,1.0,2,4.0,3.0,3.0,2.0,0.01,0.0,1.0,70.0,10.0,20.0,0.0,0.0,8.621,85.632,1.724,4.023,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,-676.022,-17.36,-3.184,159.96,-921.405,29.341,-0.399,-17.895,24491.379,5.0,3.5,3.25,2,0,5,0
경남,C30331,2,2.0,12.602,1,4,2,1.0,3,2,6,3,1.0,3.0,1,1.0,4.0,2,1,1.0,2.0,2,3.0,1.0,3.0,2.0,20.0,0.1,1.0,56.92307692307692,23.07692307692308,16.923076923076923,3.076923076923077,0.0,12.308,75.385,1.538,10.769,0.0,100.0,0.0,0.0,0.0,0.0,98.077,1.923,0.0,0.0,371.517,21.208,0.418,67.124,316.499,1.324,3.63,124.783,30515.385,15.0,5.0,4.0,2,0,0,0
경남,C30331,2,2.0,10.466,2,3,2,1.0,3,5,6,3,1.0,3.0,2,2.0,4.0,2,1,2.0,1.0,2,3.0,2.0,3.0,2.0,2.0,0.0,1.0,50.0,10.0,40.0,0.0,0.0,20.408,75.51,0.0,4.082,0.0,0.0,100.0,0.0,0.0,0.0,85.367,2.712,0.0,11.921,445.605,18.328,4.455,75.194,410.261,18.279,9.287,256.436,22765.306,10.0,3.167,3.5,1,0,3,0
경북,C30331,2,2.0,2.8,2,4,1,1.0,3,3,7,3,1.0,3.0,2,2.0,4.0,2,3,1.0,1.0,2,6.0,3.0,2.0,2.0,60.0,30.0,1.0,14.210526315789473,20.0,58.94736842105262,4.2105263157894735,2.631578947368421,8.947,65.789,4.737,14.737,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,215.334,31.712,5.083,82.814,261.14,13.274,6.109,437.291,44718.132,15.0,3.833,3.25,6,0,9,0
경남,C30331,2,2.0,12.02,2,3,2,2.0,4,5,7,3,1.0,2.0,2,2.0,5.0,2,1,2.0,2.0,2,3.0,3.0,2.0,2.0,1.0,10.0,1.0,62.06896551724138,6.896551724137931,31.03448275862069,0.0,0.0,34.483,34.483,10.345,17.241,0.0,0.0,0.0,0.0,0.0,90.0,51.667,24.167,0.0,24.167,22.751,81.466,13.123,124.393,152.693,20.038,17.014,14045.455,97292.857,5.0,4.167,3.75,1,0,8,0
경남,C30331,2,2.0,12.02,2,3,1,1.0,4,5,10,3,1.0,1.0,1,2.0,4.0,2,1,2.0,1.0,2,1.0,3.0,2.0,1.0,30.0,0.0,1.0,65.9090909090909,22.727272727272727,11.363636363636363,0.0,0.0,22.727,65.909,6.818,4.545,50.0,20.0,0.0,0.0,0.0,30.0,3.609,95.084,0.0,1.307,-5842.056,-1.742,-4.68,92.863,-3867.213,249.533,11.147,365.517,31697.222,25.0,3.667,3.0,1,0,8,0
충남,C30332,1,2.0,2.828,3,3,1,1.0,2,2,5,3,1.0,3.0,2,1.0,4.0,2,1,1.0,3.0,2,3.0,1.0,3.0,2.0,10.0,2.0,1.0,39.0,15.0,40.0,6.0,0.0,21.053,45.395,0.0,26.974,50.0,0.0,0.0,0.0,0.0,50.0,62.578,37.422,0.0,0.0,23.802,80.774,10.623,86.608,107.223,11.39,11.168,4687.603,33411.842,14.0,4.5,3.5,72,0,5,1
인천,C30332,2,3.0,7.0,2,4,1,1.0,3,4,6,3,2.0,1.0,2,1.0,4.0,1,4,1.0,2.0,2,6.0,3.0,3.0,2.0,3.0,1.0,1.0,71.0,24.0,5.0,0.0,0.0,18.824,69.412,5.882,5.882,30.0,40.0,0.0,5.0,5.0,0.0,12.936,87.064,0.0,0.0,236.003,29.762,3.776,124.771,419.235,15.83,4.476,352.941,28384.706,10.0,3.833,4.0,96,8,5,0
대구,C30332,2,2.0,12.02,2,4,2,1.0,3,5,10,3,1.0,1.0,1,2.0,4.0,2,1,2.0,1.0,2,3.0,1.0,3.0,3.0,30.0,0.0,1.0,71.9298245614035,24.561403508771928,3.508771929824561,0.0,0.0,28.07,66.667,5.263,0.0,0.0,100.0,0.0,0.0,0.0,0.0,23.3445270464964,68.94062003929274,40.549,7.189395677799607,296.647,25.211,1.816,155.798,617.97,11.22,4.217,240.909,29412.766,20.0,3.5,3.0,1,0,3,0
대전,C30332,1,1.0,10.17,4,3,2,1.0,5,2,5,3,1.0,1.0,1,2.0,4.0,2,1,1.0,1.0,2,7.0,3.0,2.0,2.0,10.0,0.0,1.0,48.27586206896552,6.896551724137931,40.51724137931034,2.586206896551724,1.7241379310344829,15.517,47.414,5.172,20.69,60.0,0.0,40.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,126.458,44.158,-10.745,52.556,119.017,-12.788,-10.927,-219.28,20527.083,20.0,3.833,2.75,2,0,8,0
인천,C30332,2,2.0,10.17,2,3,2,1.0,4,4,4,3,2.0,3.0,1,1.0,4.0,2,4,1.0,1.0,2,3.0,3.0,3.0,3.0,1.0,1.0,1.0,69.23076923076923,16.483516483516482,13.186813186813188,1.098901098901099,0.0,21.978,68.132,5.495,4.396,0.0,97.0,0.0,0.0,0.0,3.0,69.186,30.814,0.0,0.0,226.634,30.614,2.579,127.255,415.677,10.72,3.342,300.341,28009.574,29.0,4.333,3.5,7,2,0,0
대전,C30332,1,1.0,10.481,4,3,1,1.0,3,3,5,3,1.0,3.0,2,2.0,4.0,2,1,1.0,1.0,2,4.0,3.0,2.0,2.0,10.0,0.01,1.0,68.53146853146853,12.587412587412588,17.482517482517483,1.3986013986013983,0.0,13.287,69.93,2.098,14.685,93.0,2.0,2.0,0.0,0.0,3.0,80.0,19.0,1.0,0.0,126.458,44.158,-10.745,52.556,119.017,-12.788,-10.927,-219.28,20670.629,13.0,4.333,4.25,13,1,12,0
경기,C30332,2,2.0,2.8,2,4,1,2.0,2,3,8,3,1.0,1.0,2,2.0,4.0,2,1,2.0,1.0,2,5.0,3.0,3.0,2.0,60.0,5.0,1.0,41.8848167539267,15.706806282722512,39.26701570680628,2.6178010471204187,0.5235602094240838,31.414,45.026,6.806,10.995,0.0,85.0,5.0,0.0,0.0,10.0,62.892,37.108,0.0,0.0,141.667,41.379,0.045,271.896,657.083,0.294,0.302,90.068,41926.923,0.0,4.0,3.0,12,0,6,0
경북,C30332,2,2.0,29.789,2,2,3,1.0,4,1,1,3,1.0,1.0,1,2.0,4.0,1,1,1.0,1.0,2,2.0,3.0,2.0,2.0,20.0,0.0,1.0,0.0,0.0,50.0,25.0,25.0,75.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,30.0,6.974,93.026,0.0,0.0,1011.712,8.995,-47.866,13.29,147.748,-70.721,-52.744,-266.154,8200.0,0.0,4.5,3.5,57,0,7,0
경남,C30332,2,2.0,2.828,2,4,2,2.0,4,3,5,1,1.0,1.0,2,2.0,4.0,2,1,2.0,1.0,2,2.0,3.0,4.0,3.0,50.0,0.0,1.0,15.0,25.0,60.0,0.0,0.0,21.622,70.27,2.703,2.703,55.0,45.0,0.0,0.0,0.0,0.0,71.321,28.679,0.0,0.0,242.607,29.188,1.451,231.368,792.682,11.504,2.472,888.636,17096.216,10.0,3.167,3.5,0,0,4,0
부산,C30332,2,2.0,2.828,4,3,1,1.0,2,3,10,3,1.0,3.0,2,2.0,4.0,2,1,2.0,4.0,2,3.0,2.0,4.0,3.0,5.0,0.01,1.0,70.0,9.0,20.0,1.0,0.0,12.971,76.569,2.092,8.368,2.0,0.0,0.0,0.0,0.0,98.0,66.584,33.416,0.0,0.0,133.063,42.907,9.935,94.999,221.408,21.996,16.106,1430.618,26461.506,10.0,3.333,3.25,12,3,6,0
경기,C30332,2,2.0,32.425,2,3,2,1.0,2,3,5,3,1.0,3.0,2,2.0,3.0,2,1,1.0,1.0,2,3.0,3.0,3.0,3.0,5.0,0.01,1.0,0.0,7.0,73.0,13.0,7.0,6.667,26.667,0.0,66.667,85.0,10.0,0.0,0.0,0.0,5.0,24.096,75.904,0.0,0.0,24.204,80.513,5.595,47.685,59.227,3.314,5.705,742.857,12153.333,10.0,3.667,3.5,1,1,6,0
